n,deltaTime,Nitrogen Pressure,Pneumatic Circuit Pressure,Purge Circuit Pressure,Oxidizer Fill Pressure,Oxidizer Tank Pressure,Fuel Tank Pressure,Chamber Pressure 1,Igniter Temperature,Oxidizer Bulkhead Temperature,Fuel Bulkhead Temperature,Nitrogen Purge Valve,Oxidizer Fill Valve,GSE Oxidizer Dump Valve,Tank Oxidizer Dump Valve,Main Oxidizer Valve,Main Fuel Valve,Total Tank Mass,Thrust,System Clock,State
6541.00,37.68,2268.88,94.51,512.10,430.55,374.10,383.55,8.86,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.64,31491.27,%sHold
6542.00,36.51,2268.24,94.51,512.10,430.37,374.27,385.22,8.21,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.64,31491.31,%sHold
6543.00,42.46,2268.24,94.81,511.61,430.67,373.92,384.83,7.77,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31491.35,%sHold
6544.00,41.27,2268.19,95.26,512.55,430.34,374.20,384.83,7.89,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.84,-7.69,31491.39,%sHold
6545.00,40.18,2268.48,95.93,512.99,429.99,374.20,383.91,7.89,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.70,31491.43,%sHold
6546.00,35.17,2268.48,95.93,512.99,429.99,374.07,384.10,8.11,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.70,31491.47,%sHold
6547.00,35.51,2268.28,95.31,512.93,430.01,374.29,384.13,7.43,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31491.50,%sHold
6548.00,41.32,2268.28,95.31,512.20,430.70,374.08,384.13,8.30,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31491.55,%sHold
6549.00,41.42,2268.72,95.27,512.30,429.96,374.63,383.45,8.30,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.66,31491.59,%sHold
6550.00,40.17,2267.81,94.52,512.49,430.37,374.63,384.05,8.30,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.80,-7.67,31491.63,%sHold
6551.00,38.05,2268.73,94.61,512.42,430.37,374.41,383.44,7.68,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.67,31491.67,%sHold
6552.00,36.61,2268.73,94.61,512.42,429.97,374.54,384.04,7.88,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.67,31491.70,%sHold
6553.00,38.45,2267.97,94.69,512.96,430.19,374.13,384.04,7.88,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.66,31491.74,%sHold
6554.00,37.86,2268.40,94.92,512.41,430.44,374.02,384.49,7.80,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.68,31491.78,%sHold
6555.00,40.10,2268.21,95.28,512.25,429.95,374.02,385.42,7.80,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.67,31491.82,%sHold
6556.00,37.02,2268.62,95.79,512.97,430.33,373.63,383.27,8.33,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.66,31491.86,%sHold
6557.00,41.07,2267.90,95.79,512.67,430.33,373.63,384.30,8.03,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.67,31491.90,%sHold
6558.00,43.20,2268.38,95.69,512.67,429.84,374.63,383.42,7.82,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.84,-7.67,31491.94,%sHold
6559.00,34.15,2268.40,95.69,512.17,430.17,374.30,384.41,8.20,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.84,-7.68,31491.97,%sHold
6560.00,35.73,2268.54,95.55,512.24,429.85,373.99,383.66,8.32,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31492.01,%sHold
6561.00,41.20,2268.46,95.60,512.15,430.11,374.65,384.39,8.78,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31492.05,%sHold
6562.00,39.49,2268.46,94.76,512.70,429.92,373.74,384.39,8.29,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31492.09,%sHold
6563.00,39.51,2268.79,94.75,512.50,430.36,373.74,384.31,8.29,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.67,31492.13,%sHold
6564.00,39.77,2268.39,94.50,512.22,430.36,374.08,385.00,7.65,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.68,31492.17,%sHold
6565.00,40.81,2267.96,94.86,512.01,429.90,373.89,383.81,7.90,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31492.21,%sHold
6566.00,36.89,2267.96,94.86,512.01,429.90,374.10,383.81,8.20,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.67,31492.25,%sHold
6567.00,37.14,2268.23,95.02,512.57,429.84,373.91,383.81,7.69,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.67,31492.28,%sHold
6568.00,34.20,2268.36,95.74,512.27,429.94,373.87,383.49,7.57,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.64,31492.32,%sHold
6569.00,47.87,2267.91,95.93,512.60,429.94,373.87,384.30,7.57,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.66,31492.37,%sHold
6570.00,37.44,2268.51,95.75,512.24,430.11,374.22,384.59,7.43,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.64,31492.40,%sHold
6571.00,35.74,2268.24,95.75,512.24,430.11,374.33,384.80,7.70,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.66,31492.44,%sHold
6572.00,38.85,2268.03,95.27,511.81,430.14,373.89,383.92,7.87,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.67,31492.48,%sHold
6573.00,39.82,2268.03,95.37,512.34,429.88,374.42,383.19,8.39,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31492.52,%sHold
6574.00,36.89,2268.62,94.52,512.17,429.86,374.41,383.19,8.39,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31492.55,%sHold
6575.00,39.83,2268.46,94.32,512.21,430.21,374.41,383.68,8.32,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.67,31492.59,%sHold
6576.00,38.25,2269.24,94.47,512.09,429.79,373.71,384.71,8.10,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.68,31492.63,%sHold
6577.00,37.65,2268.09,94.86,512.62,429.79,373.61,384.36,8.33,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.71,31492.67,%sHold
6578.00,45.75,2268.66,94.86,512.62,429.99,373.54,383.95,8.01,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.71,31492.72,%sHold
6579.00,37.27,2268.66,95.21,513.03,429.77,374.46,384.23,7.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31492.75,%sHold
6580.00,34.21,2268.27,95.34,512.99,429.72,373.85,383.60,8.12,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31492.79,%sHold
6581.00,34.14,2268.45,95.24,512.48,429.85,374.22,383.44,7.53,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31492.82,%sHold
6582.00,39.05,2268.45,95.24,512.22,429.75,373.56,383.44,7.53,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31492.86,%sHold
6583.00,43.29,2268.58,94.77,512.14,429.61,374.06,384.65,8.23,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.70,31492.90,%sHold
6584.00,41.80,2268.38,94.49,512.24,429.58,373.91,384.65,8.23,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.73,31492.95,%sHold
6585.00,41.94,2268.62,94.84,512.94,430.15,374.06,383.22,8.28,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.72,31492.99,%sHold
6586.00,47.01,2268.39,95.49,512.94,430.15,374.06,383.25,7.90,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.70,31493.04,%sHold
6587.00,35.96,2268.39,95.53,513.26,429.81,374.27,383.78,7.52,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.70,31493.07,%sHold
6588.00,36.20,2268.39,95.53,512.28,429.72,373.81,383.57,7.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31493.11,%sHold
6589.00,43.69,2268.29,95.30,512.28,429.72,373.81,383.57,7.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31493.15,%sHold
6590.00,40.96,2268.29,95.30,512.12,429.95,373.46,383.57,8.30,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31493.19,%sHold
6591.00,36.35,2267.88,94.56,512.67,429.81,374.41,383.75,7.75,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.67,31493.23,%sHold
6592.00,38.71,2268.00,94.59,512.01,429.60,373.58,383.75,7.93,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.67,31493.27,%sHold
6593.00,38.36,2268.24,94.71,511.89,429.89,374.06,383.43,8.07,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.66,31493.31,%sHold
6594.00,44.50,2268.31,94.95,512.72,429.91,373.75,383.43,8.28,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.66,31493.35,%sHold
6595.00,37.42,2268.37,94.87,512.51,429.42,373.48,383.88,8.86,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.66,31493.39,%sHold
6596.00,38.97,2267.18,95.82,512.26,429.46,373.49,383.40,8.08,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.66,31493.43,%sHold
6597.00,47.96,2268.12,95.81,511.92,429.46,373.49,384.71,8.08,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.67,31493.47,%sHold
6598.00,36.07,2268.40,95.74,512.40,429.09,373.89,383.20,8.37,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.80,-7.67,31493.51,%sHold
6599.00,37.76,2268.29,95.36,512.40,429.09,373.48,383.25,7.57,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.67,31493.55,%sHold
6600.00,40.54,2267.91,95.37,512.99,429.53,373.25,384.47,8.60,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.67,31493.59,%sHold
6601.00,33.64,2268.45,94.65,512.51,429.24,373.41,383.97,8.26,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.67,31493.62,%sHold
6602.00,36.15,2268.45,94.65,512.74,429.44,373.42,383.97,7.48,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.67,31493.66,%sHold
6603.00,36.99,2268.86,94.76,512.03,429.48,374.28,383.94,7.64,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.70,31493.70,%sHold
6604.00,38.09,2268.42,94.87,512.94,429.40,373.39,383.20,8.05,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.70,31493.73,%sHold
6605.00,36.39,2268.51,95.29,512.24,429.88,373.46,383.20,7.95,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31493.77,%sHold
6606.00,36.71,2268.45,95.77,513.19,429.55,374.15,383.27,8.13,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.67,31493.81,%sHold
6607.00,42.44,2268.30,95.80,512.43,429.55,374.15,383.44,8.13,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.67,31493.85,%sHold
6608.00,34.71,2268.30,95.80,512.43,429.62,374.21,383.85,7.86,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.67,31493.88,%sHold
6609.00,35.90,2267.90,95.53,513.29,429.67,373.78,384.36,8.49,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31493.92,%sHold
6610.00,39.66,2268.86,95.23,512.37,429.81,374.20,384.36,7.74,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31493.96,%sHold
6611.00,39.30,2268.16,94.77,512.25,429.46,374.20,383.99,7.74,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.70,31494.00,%sHold
6612.00,36.90,2268.40,94.76,512.69,429.46,373.24,383.68,8.76,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31494.04,%sHold
6613.00,33.98,2268.40,94.76,512.69,429.12,373.49,383.68,8.29,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31494.07,%sHold
6614.00,36.36,2268.45,95.06,512.15,429.61,373.50,383.92,8.51,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.68,31494.11,%sHold
6615.00,35.80,2268.37,94.88,512.54,429.71,373.33,383.04,8.02,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.68,31494.14,%sHold
6616.00,38.15,2267.84,95.81,512.22,429.57,373.26,383.75,8.24,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.67,31494.18,%sHold
6617.00,36.94,2268.34,95.76,513.28,429.35,373.64,383.75,7.90,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.67,31494.22,%sHold
6618.00,42.74,2268.25,95.59,511.96,429.42,373.63,383.69,7.90,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31494.26,%sHold
6619.00,37.88,2268.23,95.62,512.31,429.53,374.07,383.81,7.55,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.67,31494.30,%sHold
6620.00,39.41,2267.54,94.64,512.03,429.53,373.21,383.73,8.39,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.66,31494.34,%sHold
6621.00,41.61,2268.05,94.63,511.91,429.09,373.89,383.73,8.39,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.66,31494.38,%sHold
6622.00,39.66,2268.19,94.71,512.28,429.54,373.89,384.50,8.37,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.67,31494.42,%sHold
6623.00,36.69,2268.27,94.93,512.30,429.56,373.46,384.27,7.80,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.69,31494.45,%sHold
6624.00,34.95,2268.26,95.21,512.30,429.56,373.46,383.23,7.87,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.70,31494.49,%sHold
6625.00,35.77,2267.47,95.79,513.04,429.01,374.11,383.23,7.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.70,31494.53,%sHold
6626.00,47.88,2267.47,95.79,513.04,429.06,373.68,383.23,8.25,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.66,31494.57,%sHold
6627.00,37.42,2268.36,95.46,511.98,429.14,373.25,383.23,8.04,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.66,31494.61,%sHold
6628.00,41.44,2268.34,95.46,511.98,429.10,373.72,383.48,8.35,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.66,31494.65,%sHold
6629.00,35.93,2267.72,95.35,512.26,428.83,373.92,383.22,7.42,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.80,-7.64,31494.69,%sHold
6630.00,37.25,2267.93,95.35,512.25,429.43,373.78,383.14,7.84,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.67,31494.73,%sHold
6631.00,34.88,2268.16,94.34,512.24,429.73,373.25,383.26,8.65,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.67,31494.76,%sHold
6632.00,39.02,2268.16,94.34,512.61,429.01,373.49,383.26,8.65,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.67,31494.80,%sHold
6633.00,36.87,2268.37,94.55,512.29,429.33,373.33,383.74,8.10,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.69,31494.84,%sHold
6634.00,48.94,2268.66,94.77,512.36,429.71,373.18,383.26,8.02,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.67,31494.89,%sHold
6635.00,38.57,2268.38,95.59,512.19,429.06,373.43,382.59,7.85,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.64,31494.92,%sHold
6636.00,38.59,2268.42,95.66,512.19,429.06,373.43,383.31,7.85,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.66,31494.96,%sHold
6637.00,36.10,2268.42,95.66,512.28,428.64,373.70,384.45,7.76,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.66,31495.00,%sHold
6638.00,39.85,2268.13,95.60,512.23,428.62,373.36,383.54,7.81,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.80,-7.69,31495.04,%sHold
6639.00,38.63,2268.59,95.33,512.18,429.11,373.48,383.28,7.82,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.70,31495.08,%sHold
6640.00,44.71,2268.51,95.22,512.72,429.39,373.43,383.00,7.79,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.72,31495.12,%sHold
6641.00,37.90,2268.69,95.22,512.29,428.69,373.21,383.18,8.46,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31495.16,%sHold
6642.00,34.68,2268.47,94.54,512.50,428.69,373.55,384.17,8.29,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31495.19,%sHold
6643.00,34.17,2268.47,94.54,512.50,428.69,373.61,383.10,7.55,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.69,31495.23,%sHold
6644.00,39.79,2267.68,94.41,512.44,429.12,373.19,383.25,7.69,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31495.27,%sHold
6645.00,37.58,2267.26,94.41,512.44,429.12,373.19,383.25,7.69,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31495.31,%sHold
6646.00,38.74,2268.40,95.28,512.57,428.99,373.62,383.56,7.47,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.66,31495.34,%sHold
6647.00,35.09,2268.40,95.28,512.57,428.99,372.96,383.14,8.23,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.64,31495.38,%sHold
6648.00,34.78,2268.45,95.69,512.80,428.64,373.05,383.54,8.61,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.67,31495.41,%sHold
6649.00,37.82,2268.45,95.63,513.06,428.55,373.49,383.60,7.76,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31495.45,%sHold
6650.00,53.05,2268.48,95.29,512.96,428.55,373.49,383.60,7.76,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.69,31495.51,%sHold
6651.00,58.92,2268.48,95.29,512.96,428.84,372.85,383.94,8.34,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.83,-7.69,31495.56,%sHold
6652.00,61.13,2268.43,94.23,513.03,428.68,373.89,383.11,8.36,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.82,-7.69,31495.63,%sHold
6653.00,42.88,2268.48,94.66,512.28,428.68,373.89,383.11,8.36,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.71,31495.67,%sHold
6654.00,52.05,2268.48,94.66,512.28,428.87,373.74,383.11,7.63,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.71,31495.72,%sHold
6655.00,36.74,2268.48,95.22,512.18,428.54,373.20,383.43,8.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.67,31495.76,%sHold
6656.00,37.36,2268.59,95.70,512.66,428.84,373.00,382.76,7.61,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.67,31495.79,%sHold
6657.00,38.65,2268.54,95.36,512.92,428.40,373.44,382.76,8.62,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.67,31495.83,%sHold
6658.00,72.46,2268.77,95.31,512.92,428.40,373.44,383.27,8.62,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31495.91,%sHold
6659.00,34.82,2268.43,95.31,512.64,428.49,372.92,383.26,8.36,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.68,31495.94,%sHold
6660.00,49.13,2268.43,94.44,512.78,428.49,372.92,383.26,8.36,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.68,31495.99,%sHold
6661.00,38.72,2268.43,94.44,512.78,428.54,373.27,382.78,8.16,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.72,31496.03,%sHold
6662.00,61.40,2270.12,92.34,512.24,428.54,373.27,382.78,8.16,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.72,31496.09,%sHold
6663.00,68.99,2270.12,92.34,512.24,428.49,373.27,382.78,8.16,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.72,31496.16,%sHold
6664.00,38.70,2267.86,92.34,512.24,428.49,372.93,382.30,7.80,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.65,31496.20,%sHold
6665.00,39.77,2267.86,93.28,513.43,475.12,372.40,383.41,8.09,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.65,31496.24,%sHold
6666.00,40.17,2267.14,93.80,513.43,475.12,372.40,383.41,8.09,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.65,31496.28,%sHold
6667.00,54.26,2267.14,93.80,512.24,434.81,372.76,383.10,8.24,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.71,31496.33,%sHold
6668.00,51.35,2267.12,93.81,512.49,429.80,372.91,383.10,8.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.84,-7.71,31496.38,%sHold
6669.00,34.62,2267.12,93.81,512.49,429.80,372.91,383.58,8.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.73,31496.42,%sHold
6670.00,66.60,2267.86,93.81,512.49,429.80,372.91,383.58,8.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.73,31496.48,%sHold
6671.00,52.29,2267.86,96.58,512.42,429.44,372.91,383.58,8.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.73,31496.54,%sHold
6672.00,71.69,2267.86,96.58,512.42,429.44,373.28,383.58,8.45,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.73,31496.61,%sHold
6673.00,38.73,2268.15,96.58,512.42,429.44,373.28,383.78,8.45,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.65,31496.65,%sHold
6674.00,45.78,2268.15,100.52,512.84,428.72,373.28,383.78,8.45,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.65,31496.69,%sHold
6675.00,39.13,2268.15,100.52,512.84,428.72,372.63,383.08,8.30,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.65,31496.73,%sHold
6676.00,39.55,2268.09,99.86,512.00,428.70,373.01,383.08,8.30,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.69,31496.77,%sHold
6677.00,34.51,2268.09,99.86,512.00,428.70,373.01,382.26,8.52,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.70,31496.81,%sHold
6678.00,37.82,2268.48,99.41,512.00,428.70,373.01,382.26,8.52,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.70,31496.84,%sHold
6679.00,63.12,2268.48,99.41,512.92,428.48,372.39,382.26,8.29,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.81,-7.70,31496.91,%sHold
6680.00,40.28,2267.39,98.87,512.71,428.48,372.39,383.26,8.29,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.70,31496.95,%sHold
6681.00,35.75,2267.39,98.87,512.71,428.32,372.52,382.20,8.24,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.70,31496.98,%sHold
6682.00,42.96,2267.68,98.47,513.14,428.59,372.55,382.20,8.24,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.82,-7.70,31497.03,%sHold
6683.00,36.09,2267.68,98.47,513.14,428.59,372.55,382.92,7.98,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.85,-7.70,31497.06,%sHold
6684.00,43.49,2267.72,98.13,513.14,428.59,372.55,382.92,7.98,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.85,-7.70,31497.11,%sHold
6685.00,37.77,2267.31,97.96,512.81,428.42,372.48,383.25,8.51,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.84,-7.68,31497.14,%sHold
6686.00,41.93,2267.31,97.96,512.43,428.36,373.23,382.75,7.75,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.68,31497.18,%sHold
6687.00,40.45,2266.91,97.86,512.41,428.42,372.36,382.05,7.83,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.83,-7.68,31497.23,%sHold
