Logging,,Pressures (psi),,,,,,,Temperatures (K),,,Valves,,,,,,Force (kg),,Sequence,
n,deltaTime,Nitrogen Pressure,Pneumatic Circuit Pressure,Purge Circuit Pressure,Oxidizer Fill Pressure,Oxidizer Tank Pressure,Fuel Tank Pressure,Chamber Pressure 1,Igniter Temperature,Oxidizer Bulkhead Temperature,Fuel Bulkhead Temperature,Nitrogen Purge Valve,Oxidizer Fill Valve,GSE Oxidizer Dump Valve,Tank Oxidizer Dump Valve,Main Oxidizer Valve,Main Fuel Valve,Total Tank Mass,Thrust,System Clock (s),State
3191,26.1,1926.03,108.53,543.05,812.34,703.77,707.58,15.47,0,0,0,0,0,1,1,0,0,7.1,0.09,8814.41,%sOxidizer Pressure Confirmation
3192,22.82,1926.03,108.53,543.05,812.34,703.77,707.58,15.47,0,0,0,0,0,1,1,0,0,7.1,0.07,8814.44,%sOxidizer Pressure Confirmation
3193,29.81,1926.44,108.74,543.05,812.34,703.77,707.58,15.47,0,0,0,0,0,1,1,0,0,7.1,0.07,8814.47,%sOxidizer Pressure Confirmation
3194,26.36,1926.44,108.74,543.15,812.36,703.68,707.5,15.47,0,0,0,0,0,1,1,0,0,7.1,0.07,8814.49,%sOxidizer Pressure Confirmation
3195,26.85,1926.44,108.74,543.15,812.36,703.68,707.5,15.45,0,0,0,0,0,1,1,0,0,7.1,0.07,8814.52,%sOxidizer Pressure Confirmation
3196,23.79,1925.77,108.74,543.15,812.36,703.68,707.5,15.45,0,0,0,0,0,1,1,0,0,7.09,0.06,8814.54,%sOxidizer Pressure Confirmation
3197,25.79,1925.77,108.71,543.14,812.36,703.68,707.5,15.45,0,0,0,0,0,1,1,0,0,7.09,0.06,8814.57,%sOxidizer Pressure Confirmation
3198,23.1,1925.77,108.71,543.14,812.38,703.61,708.05,15.45,0,0,0,0,0,1,1,0,0,7.09,0.06,8814.59,%sOxidizer Pressure Confirmation
3199,30.67,1925.77,108.71,543.14,812.38,703.61,708.05,15.51,0,0,0,0,0,1,1,0,0,7.09,0.06,8814.62,%sOxidizer Pressure Confirmation
3200,22.56,1925.52,108.7,543.14,812.38,703.61,708.05,15.51,0,0,0,0,0,1,1,0,0,7.09,0.06,8814.65,%sOxidizer Pressure Confirmation
3201,22.72,1925.52,108.7,543.16,812.44,703.61,708.05,15.51,0,0,0,0,0,1,1,0,0,7.09,0.06,8814.67,%sOxidizer Pressure Confirmation
3202,25.28,1925.52,108.7,543.16,812.44,703.97,708.27,15.39,0,0,0,0,0,1,1,0,0,7.09,0.06,8814.69,%sOxidizer Pressure Confirmation
3203,27.84,1925.53,108.7,543.16,812.44,703.97,708.27,15.39,0,0,0,0,0,1,1,0,0,7.08,0.05,8814.72,%sOxidizer Pressure Confirmation
3204,27.05,1925.53,108.63,543.14,812.44,703.97,708.27,15.39,0,0,0,0,0,1,1,0,0,7.08,0.05,8814.75,%sOxidizer Pressure Confirmation
3205,25.36,1925.53,108.63,543.14,812.44,703.89,708.65,15.39,0,0,0,0,0,1,1,0,0,7.08,0.05,8814.77,%sOxidizer Pressure Confirmation
3206,25.72,1925.53,108.63,543.14,812.44,703.89,708.65,15.81,0,0,0,0,0,1,1,0,0,7.08,0.05,8814.8,%sOxidizer Pressure Confirmation
3207,27.35,1925.11,108.63,543.14,812.44,703.89,708.65,15.81,0,0,0,0,0,1,1,0,0,7.08,0.05,8814.83,%sOxidizer Pressure Confirmation
3208,24.35,1925.11,108.61,543.15,812.44,703.89,708.65,15.81,0,0,0,0,0,1,1,0,0,7.08,0.05,8814.85,%sOxidizer Pressure Confirmation
3209,26.81,1925.11,108.61,543.15,812.44,704.12,709.07,16.22,0,0,0,0,0,1,1,0,0,7.08,0.05,8814.88,%sOxidizer Pressure Confirmation
3210,22.96,1925.11,108.61,543.15,812.44,704.12,709.07,16.22,0,0,0,0,0,1,1,0,0,7.09,0.07,8814.9,%sOxidizer Pressure Confirmation
3211,24.97,1924.88,108.24,542.91,812.44,704.12,709.07,16.22,0,0,0,0,0,1,1,0,0,7.09,0.07,8814.93,%sOxidizer Pressure Confirmation
3212,35.96,1924.88,108.24,542.91,812.38,704.13,709.07,16.22,0,0,0,0,0,1,1,0,0,7.09,0.07,8814.96,%sOxidizer Pressure Confirmation
3213,24.21,1924.88,108.24,542.91,812.38,704.13,709.21,16.78,0,0,0,0,0,1,1,0,0,7.09,0.07,8814.99,%sOxidizer Pressure Confirmation
3214,24.88,1924.88,108.24,542.91,812.38,704.13,709.21,16.78,0,0,0,0,0,1,1,0,0,7.08,0.07,8815.01,%sOxidizer Pressure Confirmation
3215,22.96,1924.56,108.16,542.86,812.39,704.07,709.21,16.78,0,0,0,0,0,1,1,0,0,7.08,0.07,8815.03,%sOxidizer Pressure Confirmation
3216,31.4,1924.56,108.16,542.86,812.39,704.07,709.37,17.19,0,0,0,0,0,1,1,0,0,7.08,0.07,8815.07,%sOxidizer Pressure Confirmation
3217,26.81,1924.56,108.16,542.86,812.39,704.07,709.37,17.19,0,0,0,0,0,1,1,0,0,7.08,0.08,8815.09,%sOxidizer Pressure Confirmation
3218,26.75,1923.94,108,542.84,812.45,704.07,709.37,17.19,0,0,0,0,0,1,1,0,0,7.08,0.08,8815.12,%sOxidizer Pressure Confirmation
3219,24.62,1923.94,108,542.84,812.45,704.42,709.63,17.19,0,0,0,0,0,1,1,0,0,7.08,0.08,8815.14,%sOxidizer Pressure Confirmation
3220,27.7,1923.94,108,542.84,812.45,704.42,709.63,17.53,0,0,0,0,0,1,1,0,0,7.08,0.09,8815.17,%sOxidizer Pressure Confirmation
3221,26.58,1923.09,108,542.84,812.45,704.42,709.63,17.53,0,0,0,0,0,1,1,0,0,7.08,0.09,8815.2,%sOxidizer Pressure Confirmation
3222,24.07,1923.09,107.83,542.73,812.47,704.63,709.63,17.53,0,0,0,0,0,1,1,0,0,7.08,0.09,8815.22,%sOxidizer Pressure Confirmation
3223,25.78,1923.09,107.83,542.73,812.47,704.63,710.4,18.25,0,0,0,0,0,1,1,0,0,7.08,0.1,8815.25,%sOxidizer Pressure Confirmation
3224,27.24,1922.56,107.83,542.73,812.47,704.63,710.4,18.25,0,0,0,0,0,1,1,0,0,7.07,0.1,8815.28,%sOxidizer Pressure Confirmation
3225,25.55,1922.56,107.75,542.57,812.56,704.63,710.4,18.25,0,0,0,0,0,1,1,0,0,7.07,0.1,8815.3,%sOxidizer Pressure Confirmation
3226,27.22,1922.56,107.75,542.57,812.56,704.63,710.4,18.25,0,0,0,0,0,1,1,0,0,7.07,0.1,8815.33,%sOxidizer Pressure Confirmation
3227,27.38,1922.56,107.75,542.57,812.56,704.83,710.7,18.25,0,0,0,0,0,1,1,0,0,7.07,0.1,8815.36,%sOxidizer Pressure Confirmation
3228,26.73,1922.56,107.75,542.57,812.56,704.83,710.7,18.51,0,0,0,0,0,1,1,0,0,7.07,0.12,8815.38,%sOxidizer Pressure Confirmation
3229,37.45,1921.77,107.75,542.57,812.56,704.83,710.7,18.51,0,0,0,0,0,1,1,0,0,7.07,0.12,8815.42,%sOxidizer Pressure Confirmation
3230,25.59,1921.77,107.56,542.53,812.63,705.3,710.7,18.51,0,0,0,0,0,1,1,0,0,7.07,0.12,8815.44,%sOxidizer Pressure Confirmation
3231,27.25,1921.77,107.56,542.53,812.63,705.3,711.23,18.79,0,0,0,0,0,1,1,0,0,7.07,0.12,8815.47,%sOxidizer Pressure Confirmation
3232,25.6,1921.77,107.56,542.53,812.63,705.3,711.23,18.79,0,0,0,0,0,1,1,0,0,7.07,0.12,8815.5,%sOxidizer Pressure Confirmation
3233,26.26,1921.89,107.52,542.52,812.63,705.3,711.23,18.79,0,0,0,0,0,1,1,0,0,7.07,0.12,8815.52,%sOxidizer Pressure Confirmation
3234,49.33,1921.89,107.52,542.52,812.61,705.3,711.23,18.79,0,0,0,0,0,1,1,0,0,7.07,0.12,8815.57,%sOxidizer Pressure Confirmation
3235,24.6,1921.89,107.52,542.52,812.61,705.18,710.6,18.79,0,0,0,0,0,1,1,0,0,7.07,0.12,8815.6,%sOxidizer Pressure Confirmation
3236,33.7,1921.89,107.52,542.52,812.61,705.18,710.6,18.43,0,0,0,0,0,1,1,0,0,7.07,0.12,8815.63,%sOxidizer Pressure Confirmation
3237,49.39,1921.89,107.52,542.52,812.61,705.18,710.6,18.43,0,0,0,0,0,1,1,0,0,7.08,0.12,8815.68,%sOxidizer Pressure Confirmation
3238,27.18,1922.16,107.52,542.52,812.61,705.18,710.6,18.43,0,0,0,0,0,1,1,0,0,7.08,0.12,8815.71,%sOxidizer Pressure Confirmation
3239,23.65,1922.16,107.58,542.52,812.61,705.18,710.6,18.43,0,0,0,0,0,1,1,0,0,7.08,0.12,8815.73,%sOxidizer Pressure Confirmation
3240,27.44,1922.16,107.58,542.52,812.58,704.8,710.6,18.43,0,0,0,0,0,1,1,0,0,7.08,0.12,8815.76,%sOxidizer Pressure Confirmation
3241,48.64,1922.16,107.58,542.52,812.58,704.8,710.34,18.43,0,0,0,0,0,1,1,0,0,7.08,0.12,8815.81,%sOxidizer Pressure Confirmation
3242,45.84,1922.16,107.58,542.52,812.58,704.8,710.34,18.5,0,0,0,0,0,1,1,0,0,7.08,0.12,8815.85,%sOxidizer Pressure Confirmation
3243,30.68,1922.21,107.58,542.52,812.58,704.8,710.34,18.5,0,0,0,0,0,1,1,0,0,7.08,0.11,8815.88,%sOxidizer Pressure Confirmation
3244,33.67,1922.21,107.6,542.54,812.58,704.8,710.34,18.5,0,0,0,0,0,1,1,0,0,7.08,0.11,8815.92,%sOxidizer Pressure Confirmation
3245,56.49,1922.21,107.6,542.54,812.71,704.87,710.34,18.5,0,0,0,0,0,1,1,0,0,7.08,0.11,8815.97,%sOxidizer Pressure Confirmation
3246,45.92,1922.21,107.6,542.54,812.71,704.87,709.99,18.5,0,0,0,0,0,1,1,0,0,7.08,0.11,8816.02,%sOxidizer Pressure Confirmation
3247,50.58,1922.21,107.6,542.54,812.71,704.87,709.99,18.06,0,0,0,0,0,1,1,0,0,7.08,0.11,8816.07,%sOxidizer Pressure Confirmation
3248,32.59,1922.21,107.6,542.54,812.71,704.87,709.99,18.06,0,0,0,0,0,1,1,0,0,7.08,0.1,8816.1,%sOxidizer Pressure Confirmation
3249,26.74,1922.21,107.6,542.54,812.71,704.87,709.99,18.06,0,0,0,0,0,1,1,0,0,7.07,0.1,8816.13,%sOxidizer Pressure Confirmation
3250,35.77,1922.2,107.6,542.54,812.71,704.87,709.99,18.06,0,0,0,0,0,1,1,0,0,7.07,0.1,8816.17,%sOxidizer Pressure Confirmation
3251,50.84,1922.2,107.8,542.54,812.71,704.87,709.99,18.06,0,0,0,0,0,1,1,0,0,7.07,0.1,8816.22,%sOxidizer Pressure Confirmation
3252,34.35,1922.2,107.8,542.7,812.71,704.87,709.99,18.06,0,0,0,0,0,1,1,0,0,7.07,0.1,8816.25,%sOxidizer Pressure Confirmation
3253,35.52,1922.2,107.8,542.7,812.92,705.02,709.99,18.06,0,0,0,0,0,1,1,0,0,7.07,0.1,8816.29,%sOxidizer Pressure Confirmation
3254,31.27,1922.2,107.8,542.7,812.92,705.02,709.57,18.06,0,0,0,0,0,1,1,0,0,7.07,0.1,8816.32,%sOxidizer Pressure Confirmation
3255,28.21,1922.2,107.8,542.7,812.92,705.02,709.57,18.06,0,0,0,0,0,1,1,0,0,7.07,0.1,8816.35,%sOxidizer Pressure Confirmation
3256,28.32,1922.2,107.8,542.7,812.92,705.02,709.57,17.64,0,0,0,0,0,1,1,0,0,7.07,0.09,8816.37,%sOxidizer Pressure Confirmation
3257,27.27,1922.2,107.8,542.7,812.92,705.02,709.57,17.64,0,0,0,0,0,1,1,0,0,7.07,0.09,8816.4,%sOxidizer Pressure Confirmation
3258,42.34,1922.14,107.8,542.7,812.92,705.02,709.57,17.64,0,0,0,0,0,1,1,0,0,7.07,0.09,8816.44,%sOxidizer Pressure Confirmation
3259,29.6,1922.14,107.84,542.73,812.92,705.02,709.57,17.64,0,0,0,0,0,1,1,0,0,7.07,0.09,8816.47,%sOxidizer Pressure Confirmation
3260,36.45,1922.14,107.84,542.73,813.23,705.02,709.57,17.64,0,0,0,0,0,1,1,0,0,7.07,0.09,8816.51,%sOxidizer Pressure Confirmation
3261,32.37,1922.14,107.84,542.73,813.23,705.85,709.5,17.64,0,0,0,0,0,1,1,0,0,7.07,0.09,8816.54,%sOxidizer Pressure Confirmation
3262,36.94,1922.14,107.84,542.73,813.23,705.85,709.5,17.04,0,0,0,0,0,1,1,0,0,7.07,0.09,8816.58,%sOxidizer Pressure Confirmation
3263,24.06,1922.14,107.84,542.73,813.23,705.85,709.5,17.04,0,0,0,0,0,1,1,0,0,7.07,0.09,8816.6,%sOxidizer Pressure Confirmation
3264,24.01,1922.14,107.84,542.73,813.23,705.85,709.5,17.04,0,0,0,0,0,1,1,0,0,7.07,0.07,8816.63,%sOxidizer Pressure Confirmation
3265,25.2,1923.03,108.14,542.73,813.23,705.85,709.5,17.04,0,0,0,0,0,1,1,0,0,7.07,0.07,8816.65,%sOxidizer Pressure Confirmation
3266,32.69,1923.03,108.14,542.89,813.23,705.85,709.5,17.04,0,0,0,0,0,1,1,0,0,7.07,0.07,8816.69,%sOxidizer Pressure Confirmation
3267,25.57,1923.03,108.14,542.89,813.22,705.93,709.5,17.04,0,0,0,0,0,1,1,0,0,7.07,0.07,8816.71,%sOxidizer Pressure Confirmation
3268,26.68,1923.03,108.14,542.89,813.22,705.93,709.33,17.04,0,0,0,0,0,1,1,0,0,7.07,0.07,8816.74,%sOxidizer Pressure Confirmation
3269,30.13,1923.03,108.14,542.89,813.22,705.93,709.33,16.37,0,0,0,0,0,1,1,0,0,7.08,0.08,8816.77,%sOxidizer Pressure Confirmation
3270,23.88,1923.28,108.14,542.89,813.22,705.93,709.33,16.37,0,0,0,0,0,1,1,0,0,7.08,0.08,8816.79,%sOxidizer Pressure Confirmation
3271,26.89,1923.28,108.07,542.86,813.22,705.93,709.33,16.37,0,0,0,0,0,1,1,0,0,7.08,0.08,8816.82,%sOxidizer Pressure Confirmation
3272,29.09,1923.28,108.07,542.86,813.2,705.56,709.33,16.37,0,0,0,0,0,1,1,0,0,7.08,0.08,8816.85,%sOxidizer Pressure Confirmation
3273,28.2,1923.28,108.07,542.86,813.2,705.56,709.06,16.51,0,0,0,0,0,1,1,0,0,7.08,0.08,8816.88,%sOxidizer Pressure Confirmation
3274,29.84,1923.28,108.07,542.86,813.2,705.56,709.06,16.51,0,0,0,0,0,1,1,0,0,7.08,0.06,8816.91,%sOxidizer Pressure Confirmation
3275,28.25,1923.53,108.26,542.86,813.2,705.56,709.06,16.51,0,0,0,0,0,1,1,0,0,7.08,0.06,8816.93,%sOxidizer Pressure Confirmation
3276,34,1923.53,108.26,543.08,813.2,705.56,709.06,16.51,0,0,0,0,0,1,1,0,0,7.08,0.06,8816.97,%sOxidizer Pressure Confirmation
3277,26.01,1923.53,108.26,543.08,813.39,705.37,709.06,16.51,0,0,0,0,0,1,1,0,0,7.08,0.06,8816.99,%sOxidizer Pressure Confirmation
3278,31.73,1923.53,108.26,543.08,813.39,705.37,708.42,16.51,0,0,0,0,0,1,1,0,0,7.08,0.06,8817.03,%sOxidizer Pressure Confirmation
3279,25.02,1923.63,108.26,543.08,813.39,705.37,708.42,15.88,0,0,0,0,0,1,1,0,0,7.08,0.05,8817.05,%sOxidizer Pressure Confirmation
3280,27.26,1923.63,108.27,543.08,813.39,705.37,708.42,15.88,0,0,0,0,0,1,1,0,0,7.08,0.05,8817.08,%sOxidizer Pressure Confirmation
3281,30.76,1923.63,108.27,543.25,813.39,705.37,708.42,15.88,0,0,0,0,0,1,1,0,0,7.08,0.05,8817.11,%sOxidizer Pressure Confirmation
3282,39.7,1923.63,108.27,543.25,813.43,705.16,708.11,15.88,0,0,0,0,0,1,1,0,0,7.08,0.05,8817.15,%sOxidizer Pressure Confirmation
3283,28.13,1923.63,108.27,543.25,813.43,705.16,708.11,15.61,0,0,0,0,0,1,1,0,0,7.08,0.05,8817.18,%sOxidizer Pressure Confirmation
3284,28.62,1924.08,108.27,543.25,813.43,705.16,708.11,15.61,0,0,0,0,0,1,1,0,0,7.08,0.05,8817.21,%sOxidizer Pressure Confirmation
3285,26.67,1924.08,108.22,543.19,813.43,705.16,708.11,15.61,0,0,0,0,0,1,1,0,0,7.08,0.05,8817.23,%sOxidizer Pressure Confirmation
3286,25.89,1924.08,108.22,543.19,813.36,704.67,707.56,15.61,0,0,0,0,0,1,1,0,0,7.08,0.05,8817.26,%sOxidizer Pressure Confirmation
3287,34.5,1924.08,108.22,543.19,813.36,704.67,707.56,15.37,0,0,0,0,0,1,1,0,0,7.08,0.05,8817.29,%sOxidizer Pressure Confirmation
3288,28.62,1924.64,108.22,543.19,813.36,704.67,707.56,15.37,0,0,0,0,0,1,1,0,0,7.08,0.06,8817.32,%sOxidizer Pressure Confirmation
3289,23.62,1924.64,108.28,543.19,813.36,704.67,707.56,15.37,0,0,0,0,0,1,1,0,0,7.08,0.06,8817.34,%sOxidizer Pressure Confirmation
3290,23,1924.64,108.28,543.22,813.43,704.67,707.56,15.37,0,0,0,0,0,1,1,0,0,7.08,0.06,8817.37,%sOxidizer Pressure Confirmation
3291,25.22,1924.64,108.28,543.22,813.43,704.84,707.52,15.37,0,0,0,0,0,1,1,0,0,7.08,0.06,8817.39,%sOxidizer Pressure Confirmation
3292,25.09,1924.64,108.28,543.22,813.43,704.84,707.52,14.94,0,0,0,0,0,1,1,0,0,7.08,0.06,8817.42,%sOxidizer Pressure Confirmation
3293,24.06,1924.69,108.31,543.22,813.43,704.84,707.52,14.94,0,0,0,0,0,1,1,0,0,7.08,0.06,8817.44,%sOxidizer Pressure Confirmation
3294,31.13,1924.69,108.31,543.22,813.43,704.84,707.52,14.94,0,0,0,0,0,1,1,0,0,7.08,0.06,8817.47,%sOxidizer Pressure Confirmation
3295,24.61,1924.69,108.31,543.22,813.48,704.84,707.52,14.94,0,0,0,0,0,1,1,0,0,7.08,0.06,8817.5,%sOxidizer Pressure Confirmation
3296,24.22,1924.69,108.31,543.22,813.48,704.78,707.47,15.01,0,0,0,0,0,1,1,0,0,7.09,0.07,8817.52,%sOxidizer Pressure Confirmation
3297,24.63,1924.73,108.31,543.22,813.48,704.78,707.47,15.01,0,0,0,0,0,1,1,0,0,7.09,0.07,8817.55,%sOxidizer Pressure Confirmation
3298,28.42,1924.73,108.33,543.21,813.48,704.78,707.47,15.01,0,0,0,0,0,1,1,0,0,7.09,0.07,8817.58,%sOxidizer Pressure Confirmation
3299,26.16,1924.73,108.33,543.21,813.42,704.78,707.85,15.01,0,0,0,0,0,1,1,0,0,7.09,0.07,8817.6,%sOxidizer Pressure Confirmation
3300,25.62,1924.73,108.33,543.21,813.42,704.78,707.85,15.15,0,0,0,0,0,1,1,0,0,7.09,0.09,8817.63,%sOxidizer Pressure Confirmation
3301,26.63,1924.78,108.33,543.21,813.42,704.78,707.85,15.15,0,0,0,0,0,1,1,0,0,7.09,0.09,8817.65,%sOxidizer Pressure Confirmation
3302,24.72,1924.78,108.21,543.21,813.42,704.78,707.85,15.15,0,0,0,0,0,1,1,0,0,7.09,0.09,8817.68,%sOxidizer Pressure Confirmation
3303,24.82,1924.78,108.21,543.02,813.46,704.96,708.25,15.15,0,0,0,0,0,1,1,0,0,7.09,0.09,8817.7,%sOxidizer Pressure Confirmation
3304,23.19,1924.78,108.21,543.02,813.46,704.96,708.25,15.23,0,0,0,0,0,1,1,0,0,7.09,0.08,8817.73,%sOxidizer Pressure Confirmation
3305,29.28,1924.78,108.21,543.02,813.46,704.96,708.25,15.23,0,0,0,0,0,1,1,0,0,7.08,0.08,8817.76,%sOxidizer Pressure Confirmation
3306,23.61,1924.96,108.43,543.2,813.46,704.96,708.25,15.23,0,0,0,0,0,1,1,0,0,7.08,0.08,8817.78,%sOxidizer Pressure Confirmation
3307,26.25,1924.96,108.43,543.2,813.4,704.37,708.25,15.23,0,0,0,0,0,1,1,0,0,7.08,0.08,8817.81,%sOxidizer Pressure Confirmation
3308,29.4,1924.96,108.43,543.2,813.4,704.37,708.17,15.23,0,0,0,0,0,1,1,0,0,7.08,0.08,8817.83,%sOxidizer Pressure Confirmation
3309,26.62,1924.96,108.43,543.2,813.4,704.37,708.17,15.26,0,0,0,0,0,1,1,0,0,7.08,0.09,8817.86,%sOxidizer Pressure Confirmation
3310,26.63,1924.45,108.43,543.2,813.4,704.37,708.17,15.26,0,0,0,0,0,1,1,0,0,7.08,0.09,8817.89,%sOxidizer Pressure Confirmation
3311,28.09,1924.45,108.3,543.16,813.43,704.37,708.17,15.26,0,0,0,0,0,1,1,0,0,7.08,0.09,8817.92,%sOxidizer Pressure Confirmation
3312,25.14,1924.45,108.3,543.16,813.43,704.31,708.17,15.33,0,0,0,0,0,1,1,0,0,7.08,0.08,8817.94,%sOxidizer Pressure Confirmation
3313,26.64,1924.72,108.3,543.16,813.43,704.31,708.17,15.33,0,0,0,0,0,1,1,0,0,7.08,0.08,8817.97,%sOxidizer Pressure Confirmation
3314,25.78,1924.72,108.4,543.16,813.43,704.31,708.17,15.33,0,0,0,0,0,1,1,0,0,7.08,0.08,8817.99,%sOxidizer Pressure Confirmation
3315,26.65,1924.72,108.4,543.18,813.5,704.31,708.17,15.33,0,0,0,0,0,1,1,0,0,7.08,0.08,8818.02,%sOxidizer Pressure Confirmation
3316,24.51,1924.72,108.4,543.18,813.5,704.56,708.23,15.25,0,0,0,0,0,1,1,0,0,7.08,0.08,8818.04,%sOxidizer Pressure Confirmation
3317,31.7,1924.72,108.4,543.18,813.5,704.56,708.23,15.25,0,0,0,0,0,1,1,0,0,7.08,0.07,8818.08,%sOxidizer Pressure Confirmation
3318,26.51,1924.5,108.19,543,813.5,704.56,708.23,15.25,0,0,0,0,0,1,1,0,0,7.08,0.07,8818.1,%sOxidizer Pressure Confirmation
3319,24.99,1924.5,108.19,543,813.54,705.06,708.23,15.25,0,0,0,0,0,1,1,0,0,7.08,0.07,8818.13,%sOxidizer Pressure Confirmation
3320,31.21,1924.5,108.19,543,813.54,705.06,708.68,15.25,0,0,0,0,0,1,1,0,0,7.08,0.07,8818.16,%sOxidizer Pressure Confirmation
3321,22,1924.5,108.19,543,813.54,705.06,708.68,15.44,0,0,0,0,0,1,1,0,0,7.08,0.08,8818.18,%sOxidizer Pressure Confirmation
3322,26.62,1924.44,108.05,542.81,813.54,705.06,708.68,15.44,0,0,0,0,0,1,1,0,0,7.08,0.08,8818.21,%sOxidizer Pressure Confirmation
3323,25.89,1924.44,108.05,542.81,813.61,705.06,708.68,15.44,0,0,0,0,0,1,1,0,0,7.08,0.08,8818.23,%sOxidizer Pressure Confirmation
3324,30.86,1924.44,108.05,542.81,813.61,705.61,709.27,15.94,0,0,0,0,0,1,1,0,0,7.08,0.08,8818.26,%sOxidizer Pressure Confirmation
3325,24.66,1924.44,108.05,542.81,813.61,705.61,709.27,15.94,0,0,0,0,0,1,1,0,0,7.07,0.06,8818.29,%sOxidizer Pressure Confirmation
3326,26.93,1923.94,108.05,542.81,813.61,705.61,709.27,15.94,0,0,0,0,0,1,1,0,0,7.07,0.06,8818.32,%sOxidizer Pressure Confirmation
3327,26.72,1923.94,108.09,543.03,813.61,705.61,709.27,15.94,0,0,0,0,0,1,1,0,0,7.07,0.06,8818.34,%sOxidizer Pressure Confirmation
3328,23.88,1923.94,108.09,543.03,813.84,705.92,709.28,15.67,0,0,0,0,0,1,1,0,0,7.07,0.06,8818.37,%sOxidizer Pressure Confirmation
3329,27.66,1923.94,108.09,543.03,813.84,705.92,709.28,15.67,0,0,0,0,0,1,1,0,0,7.07,0.05,8818.39,%sOxidizer Pressure Confirmation
3330,21.14,1923.52,108.09,543.03,813.84,705.92,709.28,15.67,0,0,0,0,0,1,1,0,0,7.07,0.05,8818.42,%sOxidizer Pressure Confirmation
3331,23.52,1923.52,108.26,543.23,813.84,705.92,709.28,15.67,0,0,0,0,0,1,1,0,0,7.07,0.05,8818.44,%sOxidizer Pressure Confirmation
3332,24.79,1923.52,108.26,543.23,814.02,705.92,709.28,15.67,0,0,0,0,0,1,1,0,0,7.07,0.05,8818.46,%sOxidizer Pressure Confirmation
3333,24.17,1923.52,108.26,543.23,814.02,705.77,709.27,15.62,0,0,0,0,0,1,1,0,0,7.07,0.05,8818.49,%sOxidizer Pressure Confirmation
3334,25.18,1923.95,108.53,543.23,814.02,705.77,709.27,15.62,0,0,0,0,0,1,1,0,0,7.06,0.03,8818.51,%sOxidizer Pressure Confirmation
3335,29.29,1923.95,108.53,543.49,814.02,705.77,709.27,15.62,0,0,0,0,0,1,1,0,0,7.06,0.03,8818.54,%sOxidizer Pressure Confirmation
3336,30.63,1923.95,108.53,543.49,814.07,705.71,709.27,15.62,0,0,0,0,0,1,1,0,0,7.06,0.03,8818.57,%sOxidizer Pressure Confirmation
3337,27.48,1923.95,108.53,543.49,814.07,705.71,709.06,15.62,0,0,0,0,0,1,1,0,0,7.06,0.03,8818.6,%sOxidizer Pressure Confirmation
3338,26.26,1923.95,108.53,543.49,814.07,705.71,709.06,14.93,0,0,0,0,0,1,1,0,0,7.06,0.03,8818.63,%sOxidizer Pressure Confirmation
3339,26.4,1923.91,108.51,543.45,814.07,705.71,709.06,14.93,0,0,0,0,0,1,1,0,0,7.07,0.03,8818.65,%sOxidizer Pressure Confirmation
3340,26.78,1923.91,108.51,543.45,814.05,705.71,709.06,14.93,0,0,0,0,0,1,1,0,0,7.07,0.03,8818.68,%sOxidizer Pressure Confirmation
3341,34.8,1923.91,108.51,543.45,814.05,705.45,708.65,15.27,0,0,0,0,0,1,1,0,0,7.07,0.03,8818.71,%sOxidizer Pressure Confirmation
3342,25.85,1923.91,108.51,543.45,814.05,705.45,708.65,15.27,0,0,0,0,0,1,1,0,0,7.07,0.03,8818.74,%sOxidizer Pressure Confirmation
3343,39.94,1923.84,108.52,543.46,814.05,705.45,708.65,15.27,0,0,0,0,0,1,1,0,0,7.07,0.03,8818.78,%sOxidizer Pressure Confirmation
3344,39.41,1923.84,108.52,543.46,813.94,705.45,708.65,15.27,0,0,0,0,0,1,1,0,0,7.07,0.03,8818.82,%sOxidizer Pressure Confirmation
3345,22.69,1923.84,108.52,543.46,813.94,705.31,708.66,15.59,0,0,0,0,0,1,1,0,0,7.07,0.03,8818.84,%sOxidizer Pressure Confirmation
3346,26.55,1923.84,108.52,543.46,813.94,705.31,708.66,15.59,0,0,0,0,0,1,1,0,0,7.07,0.05,8818.87,%sOxidizer Pressure Confirmation
3347,29.74,1923.84,108.52,543.46,813.94,705.31,708.66,15.59,0,0,0,0,0,1,1,0,0,7.07,0.05,8818.9,%sOxidizer Pressure Confirmation
3348,26.28,1923.85,108.36,543.3,813.79,705.31,708.66,15.59,0,0,0,0,0,1,1,0,0,7.07,0.05,8818.93,%sOxidizer Pressure Confirmation
3349,41.77,1923.85,108.36,543.3,813.79,705.51,709.13,15.59,0,0,0,0,0,1,1,0,0,7.07,0.05,8818.97,%sOxidizer Pressure Confirmation
3350,25.66,1923.85,108.36,543.3,813.79,705.51,709.13,16,0,0,0,0,0,1,1,0,0,7.07,0.05,8818.99,%sOxidizer Pressure Confirmation
3351,38.31,1923.85,108.36,543.3,813.79,705.51,709.13,16,0,0,0,0,0,1,1,0,0,7.07,0.06,8819.03,%sOxidizer Pressure Confirmation
3352,25.67,1923.66,108.36,543.3,813.79,705.51,709.13,16,0,0,0,0,0,1,1,0,0,7.07,0.06,8819.06,%sOxidizer Pressure Confirmation
3353,26.31,1923.66,108.14,543.21,813.83,706.04,709.13,16,0,0,0,0,0,1,1,0,0,7.07,0.06,8819.08,%sOxidizer Pressure Confirmation
