Logging,,Pressures (psi),,,,,,,Temperatures (K),,,Valves,,,,,,Force (kg),,Sequence,
n,deltaTime,Nitrogen Pressure,Pneumatic Circuit Pressure,Purge Circuit Pressure,Oxidizer Fill Pressure,Oxidizer Tank Pressure,Fuel Tank Pressure,Chamber Pressure 1,Igniter Temperature,Oxidizer Bulkhead Temperature,Fuel Bulkhead Temperature,Nitrogen Purge Valve,Oxidizer Fill Valve,GSE Oxidizer Dump Valve,Tank Oxidizer Dump Valve,Main Oxidizer Valve,Main Fuel Valve,Total Tank Mass,Thrust,System Clock (s),State
183,26.65,1968.14,108.09,545.31,865.57,8.58,10.94,15.28,0,0,0,0,0,0,1,0,0,2.38,0.02,8730.71,%sSafe
184,32.59,1968.14,108.15,545.32,865.57,8.58,10.94,15.28,0,0,0,0,0,0,1,0,0,2.38,0.02,8730.74,%sSafe
185,34.16,1968.14,108.15,545.32,865.62,8.58,10.94,15.28,0,0,0,0,0,0,1,0,0,2.38,0.02,8730.78,%sSafe
186,23.78,1968.14,108.15,545.32,865.62,8.54,10.94,15.28,0,0,0,0,0,0,1,0,0,2.38,0.02,8730.8,%sSafe
187,25.11,1968.14,108.15,545.32,865.62,8.54,10.68,15.14,0,0,0,0,0,0,1,0,0,2.38,0.03,8730.83,%sSafe
188,30.5,1968.14,108.15,545.32,865.62,8.54,10.68,15.14,0,0,0,0,0,0,1,0,0,2.38,0.03,8730.86,%sSafe
189,49.21,1967.49,108.15,545.32,865.62,8.54,10.68,15.14,0,0,0,0,0,0,1,0,0,2.38,0.03,8730.91,%sSafe
190,30.29,1967.49,107.82,545.16,865.62,8.54,10.68,15.14,0,0,0,0,0,0,1,0,0,2.38,0.03,8730.94,%sSafe
191,56.13,1967.49,107.82,545.16,865.67,8.54,10.68,15.14,0,0,0,0,0,0,1,0,0,2.38,0.03,8730.99,%sSafe
192,25.67,1967.49,107.82,545.16,865.67,9.27,11.42,15.14,0,0,0,0,0,0,1,0,0,2.38,0.03,8731.02,%sSafe
193,30.89,1967.49,107.82,545.16,865.67,9.27,11.42,15.68,0,0,0,0,0,0,1,0,0,2.38,0.03,8731.05,%sSafe
194,23.99,1967.49,107.82,545.16,865.67,9.27,11.42,15.68,0,0,0,0,0,0,1,0,0,2.38,0.05,8731.07,%sSafe
195,29.23,1966.79,107.51,545.16,865.67,9.27,11.42,15.68,0,0,0,0,0,0,1,0,0,2.38,0.05,8731.1,%sSafe
196,36.11,1966.79,107.51,544.98,865.63,9.74,11.42,15.68,0,0,0,0,0,0,1,0,0,2.38,0.05,8731.14,%sSafe
197,25.54,1966.79,107.51,544.98,865.63,9.74,12.19,15.68,0,0,0,0,0,0,1,0,0,2.38,0.05,8731.16,%sSafe
198,57.28,1966.79,107.51,544.98,865.63,9.74,12.19,16.39,0,0,0,0,0,0,1,0,0,2.38,0.05,8731.22,%sSafe
199,24.07,1966.63,107.51,544.98,865.63,9.74,12.19,16.39,0,0,0,0,0,0,1,0,0,2.38,0.05,8731.25,%sSafe
200,35.29,1966.63,107.32,544.98,865.63,9.74,12.19,16.39,0,0,0,0,0,0,1,0,0,2.38,0.05,8731.28,%sSafe
201,29.76,1966.63,107.32,544.84,865.63,9.74,12.19,16.39,0,0,0,0,0,0,1,0,0,2.38,0.05,8731.31,%sSafe
202,23.78,1966.63,107.32,544.84,865.75,9.74,12.19,16.39,0,0,0,0,0,0,1,0,0,2.38,0.05,8731.33,%sSafe
203,22.86,1966.63,107.32,544.84,865.75,10.33,12.23,16.39,0,0,0,0,0,0,1,0,0,2.38,0.05,8731.36,%sSafe
204,27.92,1967.21,107.32,544.84,865.75,10.33,12.23,16.39,0,0,0,0,0,0,1,0,0,2.39,0.05,8731.39,%sSafe
205,29.59,1967.21,107.32,544.78,865.75,10.33,12.23,16.39,0,0,0,0,0,0,1,0,0,2.39,0.05,8731.42,%sSafe
206,36.35,1967.21,107.32,544.78,865.71,10.2,12.23,16.39,0,0,0,0,0,0,1,0,0,2.39,0.05,8731.45,%sSafe
207,24.82,1967.21,107.32,544.78,865.71,10.2,12.11,16.39,0,0,0,0,0,0,1,0,0,2.39,0.05,8731.48,%sSafe
208,32.1,1967.21,107.32,544.78,865.71,10.2,12.11,16.17,0,0,0,0,0,0,1,0,0,2.39,0.05,8731.51,%sSafe
209,29.63,1967.21,107.32,544.78,865.71,10.2,12.11,16.17,0,0,0,0,0,0,1,0,0,2.38,0.06,8731.54,%sSafe
210,29.15,1966.68,107.26,544.78,865.71,10.2,12.11,16.17,0,0,0,0,0,0,1,0,0,2.38,0.06,8731.57,%sSafe
211,22.69,1966.68,107.26,544.74,865.71,10.2,12.11,16.17,0,0,0,0,0,0,1,0,0,2.38,0.06,8731.59,%sSafe
212,29.77,1966.68,107.26,544.74,865.68,10.38,12.11,16.17,0,0,0,0,0,0,1,0,0,2.38,0.06,8731.62,%sSafe
213,26.06,1966.68,107.26,544.74,865.68,10.38,11.98,16.07,0,0,0,0,0,0,1,0,0,2.38,0.06,8731.65,%sSafe
214,21.2,1966.68,107.26,544.74,865.68,10.38,11.98,16.07,0,0,0,0,0,0,1,0,0,2.38,0.07,8731.67,%sSafe
215,22.5,1966.58,107.26,544.74,865.68,10.38,11.98,16.07,0,0,0,0,0,0,1,0,0,2.38,0.07,8731.69,%sSafe
216,28.08,1966.58,107.04,544.56,865.65,10.38,11.98,16.07,0,0,0,0,0,0,1,0,0,2.38,0.07,8731.72,%sSafe
217,27.3,1966.58,107.04,544.56,865.65,10.55,12.64,16.07,0,0,0,0,0,0,1,0,0,2.38,0.07,8731.74,%sSafe
218,23.53,1966.58,107.04,544.56,865.65,10.55,12.64,16.44,0,0,0,0,0,0,1,0,0,2.38,0.07,8731.77,%sSafe
219,25.14,1966.58,107.04,544.56,865.65,10.55,12.64,16.44,0,0,0,0,0,0,1,0,0,2.39,0.07,8731.79,%sSafe
220,26.59,1966.54,107.02,544.58,865.66,10.55,12.64,16.44,0,0,0,0,0,0,1,0,0,2.39,0.07,8731.82,%sSafe
221,28.62,1966.54,107.02,544.58,865.66,10.34,12.4,16.44,0,0,0,0,0,0,1,0,0,2.39,0.07,8731.85,%sSafe
222,28.15,1966.54,107.02,544.58,865.66,10.34,12.4,16.23,0,0,0,0,0,0,1,0,0,2.39,0.07,8731.88,%sSafe
223,24.2,1966.44,106.99,544.6,865.66,10.34,12.4,16.23,0,0,0,0,0,0,1,0,0,2.38,0.08,8731.9,%sSafe
224,28.27,1966.44,106.99,544.6,865.79,10.34,12.4,16.23,0,0,0,0,0,0,1,0,0,2.38,0.08,8731.93,%sSafe
225,25.29,1966.44,106.99,544.6,865.79,11.02,12.86,16.23,0,0,0,0,0,0,1,0,0,2.38,0.08,8731.95,%sSafe
226,21.12,1966.44,106.99,544.6,865.79,11.02,12.86,15.83,0,0,0,0,0,0,1,0,0,2.38,0.08,8731.98,%sSafe
227,22.68,1966.44,106.99,544.6,865.79,11.02,12.86,15.83,0,0,0,0,0,0,1,0,0,2.38,0.08,8732,%sSafe
228,23.83,1966.26,106.84,544.49,865.91,11.02,12.86,15.83,0,0,0,0,0,0,1,0,0,2.38,0.08,8732.02,%sSafe
229,25.78,1966.26,106.84,544.49,865.91,11.67,12.86,15.83,0,0,0,0,0,0,1,0,0,2.38,0.08,8732.05,%sSafe
230,22.43,1966.26,106.84,544.49,865.91,11.67,13.19,15.75,0,0,0,0,0,0,1,0,0,2.38,0.06,8732.07,%sSafe
231,26.09,1966.72,106.84,544.49,865.91,11.67,13.19,15.75,0,0,0,0,0,0,1,0,0,2.38,0.06,8732.1,%sSafe
232,27.89,1966.72,107.06,544.62,865.91,11.67,13.19,15.75,0,0,0,0,0,0,1,0,0,2.38,0.06,8732.12,%sSafe
233,27.77,1966.72,107.06,544.62,865.84,11.67,13.19,15.75,0,0,0,0,0,0,1,0,0,2.38,0.06,8732.15,%sSafe
234,27.9,1966.72,107.06,544.62,865.84,11.62,12.84,15.75,0,0,0,0,0,0,1,0,0,2.38,0.06,8732.18,%sSafe
235,25.95,1966.77,107.06,544.62,865.84,11.62,12.84,15.1,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.21,%sSafe
236,28.15,1966.77,107.03,544.62,865.84,11.62,12.84,15.1,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.23,%sSafe
237,26.43,1966.77,107.03,544.62,865.8,10.92,12.84,15.1,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.26,%sSafe
238,28.54,1966.77,107.03,544.62,865.8,10.92,12.14,15.21,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.29,%sSafe
239,28.2,1966.77,107.03,544.62,865.8,10.92,12.14,15.21,0,0,0,0,0,0,1,0,0,2.39,0.05,8732.32,%sSafe
240,28.59,1966.72,107.06,544.62,865.8,10.92,12.14,15.21,0,0,0,0,0,0,1,0,0,2.39,0.05,8732.35,%sSafe
241,26.15,1966.72,107.06,544.73,865.8,10.92,12.14,15.21,0,0,0,0,0,0,1,0,0,2.39,0.05,8732.37,%sSafe
242,28.22,1966.72,107.06,544.73,866,10.92,12.14,15.21,0,0,0,0,0,0,1,0,0,2.39,0.05,8732.4,%sSafe
243,25,1966.72,107.06,544.73,866,11.09,11.31,14.44,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.43,%sSafe
244,30.71,1966.72,107.06,544.73,866,11.09,11.31,14.44,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.46,%sSafe
245,23.66,1966.97,107.01,544.68,866,11.09,11.31,14.44,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.48,%sSafe
246,23.1,1966.97,107.01,544.68,865.81,11.09,11.31,14.44,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.5,%sSafe
247,26.61,1966.97,107.01,544.68,865.81,10.45,11.14,14.57,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.53,%sSafe
248,31.73,1966.97,107.01,544.68,865.81,10.45,11.14,14.57,0,0,0,0,0,0,1,0,0,2.39,0.07,8732.56,%sSafe
249,27.61,1966.4,107.01,544.68,865.81,10.45,11.14,14.57,0,0,0,0,0,0,1,0,0,2.39,0.07,8732.59,%sSafe
250,25.23,1966.4,106.75,544.49,865.81,10.45,11.14,14.57,0,0,0,0,0,0,1,0,0,2.39,0.07,8732.61,%sSafe
251,30.63,1966.4,106.75,544.49,865.8,10.53,11.14,14.57,0,0,0,0,0,0,1,0,0,2.39,0.07,8732.64,%sSafe
252,23.64,1966.4,106.75,544.49,865.8,10.53,11.23,15.16,0,0,0,0,0,0,1,0,0,2.39,0.07,8732.67,%sSafe
253,30.62,1966.4,106.75,544.49,865.8,10.53,11.23,15.16,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.7,%sSafe
254,27.14,1966.35,106.75,544.49,865.8,10.53,11.23,15.16,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.73,%sSafe
255,25.73,1966.35,106.75,544.52,865.82,10.53,11.23,15.16,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.75,%sSafe
256,31.34,1966.35,106.75,544.52,865.82,10.56,11.2,15.16,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.78,%sSafe
257,26.68,1966.35,106.75,544.52,865.82,10.56,11.2,15.15,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.81,%sSafe
258,25.1,1966.35,106.75,544.52,865.82,10.56,11.2,15.15,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.83,%sSafe
259,28.62,1966.48,106.83,544.52,865.82,10.56,11.2,15.15,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.86,%sSafe
260,29.65,1966.48,106.83,544.61,865.93,10.56,11.2,15.15,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.89,%sSafe
261,31.7,1966.48,106.83,544.61,865.93,10.6,10.54,15.15,0,0,0,0,0,0,1,0,0,2.39,0.06,8732.92,%sSafe
262,30.72,1966.48,106.83,544.61,865.93,10.6,10.54,14.39,0,0,0,0,0,0,1,0,0,2.39,0.05,8732.96,%sSafe
263,27.7,1966.48,106.83,544.61,865.93,10.6,10.54,14.39,0,0,0,0,0,0,1,0,0,2.39,0.05,8732.98,%sSafe
264,26.67,1966.46,106.83,544.61,865.93,10.6,10.54,14.39,0,0,0,0,0,0,1,0,0,2.39,0.05,8733.01,%sSafe
265,30.68,1966.46,106.92,544.72,865.93,10.6,10.54,14.39,0,0,0,0,0,0,1,0,0,2.39,0.05,8733.04,%sSafe
266,31.74,1966.46,106.92,544.72,865.96,10.6,10.54,14.39,0,0,0,0,0,0,1,0,0,2.39,0.05,8733.07,%sSafe
267,28.79,1966.46,106.92,544.72,865.96,10.23,10.12,14.39,0,0,0,0,0,0,1,0,0,2.39,0.05,8733.1,%sSafe
268,32.8,1966.46,106.92,544.72,865.96,10.23,10.12,14.39,0,0,0,0,0,0,1,0,0,2.39,0.05,8733.13,%sSafe
269,27.14,1966.46,106.92,544.72,865.96,10.23,10.12,14.08,0,0,0,0,0,0,1,0,0,2.39,0.06,8733.16,%sSafe
270,35.72,1966.52,106.9,544.72,865.96,10.23,10.12,14.08,0,0,0,0,0,0,1,0,0,2.39,0.06,8733.2,%sSafe
271,33.28,1966.52,106.9,544.77,865.96,10.23,10.12,14.08,0,0,0,0,0,0,1,0,0,2.39,0.06,8733.23,%sSafe
272,30.15,1966.52,106.9,544.77,865.85,10.23,10.12,14.08,0,0,0,0,0,0,1,0,0,2.39,0.06,8733.26,%sSafe
273,32.59,1966.52,106.9,544.77,865.85,9.77,10.11,14.08,0,0,0,0,0,0,1,0,0,2.39,0.06,8733.29,%sSafe
274,23.15,1966.52,106.9,544.77,865.85,9.77,10.11,14.25,0,0,0,0,0,0,1,0,0,2.39,0.06,8733.32,%sSafe
275,24.44,1966.99,106.9,544.77,865.85,9.77,10.11,14.25,0,0,0,0,0,0,1,0,0,2.4,0.06,8733.34,%sSafe
276,34.18,1966.99,106.92,544.62,865.85,9.77,10.11,14.25,0,0,0,0,0,0,1,0,0,2.4,0.06,8733.37,%sSafe
277,27.36,1966.99,106.92,544.62,865.56,8.96,10.11,14.25,0,0,0,0,0,0,1,0,0,2.4,0.06,8733.4,%sSafe
278,28.78,1966.99,106.92,544.62,865.56,8.96,9.53,14.25,0,0,0,0,0,0,1,0,0,2.4,0.06,8733.43,%sSafe
279,26.21,1966.99,106.92,544.62,865.56,8.96,9.53,14.19,0,0,0,0,0,0,1,0,0,2.4,0.06,8733.46,%sSafe
280,32.86,1966.21,106.92,544.62,865.56,8.96,9.53,14.19,0,0,0,0,0,0,1,0,0,2.39,0.08,8733.49,%sSafe
281,24.24,1966.21,106.69,544.62,865.56,8.96,9.53,14.19,0,0,0,0,0,0,1,0,0,2.39,0.08,8733.51,%sSafe
282,28.62,1966.21,106.69,544.45,865.58,8.96,9.53,14.19,0,0,0,0,0,0,1,0,0,2.39,0.08,8733.54,%sSafe
283,28.22,1966.21,106.69,544.45,865.58,9.55,10.03,14.19,0,0,0,0,0,0,1,0,0,2.39,0.08,8733.57,%sSafe
284,28.59,1966.21,106.69,544.45,865.58,9.55,10.03,14.57,0,0,0,0,0,0,1,0,0,2.39,0.08,8733.6,%sSafe
285,27.1,1966.01,106.69,544.45,865.58,9.55,10.03,14.57,0,0,0,0,0,0,1,0,0,2.38,0.08,8733.63,%sSafe
286,27.36,1966.01,106.82,544.45,865.58,9.55,10.03,14.57,0,0,0,0,0,0,1,0,0,2.38,0.08,8733.65,%sSafe
287,29.1,1966.01,106.82,544.46,865.6,9.55,10.03,14.57,0,0,0,0,0,0,1,0,0,2.38,0.08,8733.68,%sSafe
288,25.53,1966.01,106.82,544.46,865.6,10.16,10.26,14.57,0,0,0,0,0,0,1,0,0,2.38,0.08,8733.71,%sSafe
289,27.17,1966.01,106.82,544.46,865.6,10.16,10.26,13.99,0,0,0,0,0,0,1,0,0,2.38,0.09,8733.74,%sSafe
290,22.82,1966.01,106.82,544.46,865.6,10.16,10.26,13.99,0,0,0,0,0,0,1,0,0,2.39,0.09,8733.76,%sSafe
291,25.72,1966.6,106.84,544.34,865.6,10.16,10.26,13.99,0,0,0,0,0,0,1,0,0,2.39,0.09,8733.78,%sSafe
292,24.56,1966.6,106.84,544.34,865.41,10.16,10.26,13.99,0,0,0,0,0,0,1,0,0,2.39,0.09,8733.81,%sSafe
293,25.91,1966.6,106.84,544.34,865.41,9.48,10.21,13.99,0,0,0,0,0,0,1,0,0,2.39,0.09,8733.83,%sSafe
294,24.77,1966.19,106.84,544.34,865.41,9.48,10.21,14.34,0,0,0,0,0,0,1,0,0,2.39,0.1,8733.86,%sSafe
295,25.69,1966.19,106.85,544.34,865.41,9.48,10.21,14.34,0,0,0,0,0,0,1,0,0,2.39,0.1,8733.89,%sSafe
296,23.57,1966.19,106.85,544.36,865.41,9.48,10.21,14.34,0,0,0,0,0,0,1,0,0,2.39,0.1,8733.91,%sSafe
297,27.09,1966.19,106.85,544.36,865.41,9.47,10.21,14.34,0,0,0,0,0,0,1,0,0,2.39,0.1,8733.94,%sSafe
298,21.29,1966.19,106.85,544.36,865.41,9.47,10.53,14.75,0,0,0,0,0,0,1,0,0,2.39,0.1,8733.96,%sSafe
299,23.1,1965.9,106.85,544.36,865.41,9.47,10.53,14.75,0,0,0,0,0,0,1,0,0,2.38,0.08,8733.98,%sSafe
300,30.79,1965.9,106.91,544.56,865.41,9.47,10.53,14.75,0,0,0,0,0,0,1,0,0,2.38,0.08,8734.01,%sSafe
301,30.64,1965.9,106.91,544.56,865.65,10.01,10.53,14.75,0,0,0,0,0,0,1,0,0,2.38,0.08,8734.04,%sSafe
302,32.33,1965.9,106.91,544.56,865.65,10.01,10.53,14.75,0,0,0,0,0,0,1,0,0,2.38,0.08,8734.07,%sSafe
303,23.12,1965.9,106.91,544.56,865.65,10.01,10.53,14.21,0,0,0,0,0,0,1,0,0,2.38,0.08,8734.1,%sSafe
304,26.71,1966.72,107.16,544.56,865.65,10.01,10.53,14.21,0,0,0,0,0,0,1,0,0,2.38,0.07,8734.12,%sSafe
305,28.6,1966.72,107.16,544.82,865.65,10.01,10.53,14.21,0,0,0,0,0,0,1,0,0,2.38,0.07,8734.15,%sSafe
306,26.06,1966.72,107.16,544.82,865.7,10.01,10.53,14.21,0,0,0,0,0,0,1,0,0,2.38,0.07,8734.18,%sSafe
307,23.26,1966.72,107.16,544.82,865.7,9.65,10.35,14.01,0,0,0,0,0,0,1,0,0,2.38,0.07,8734.2,%sSafe
308,24.3,1966.72,107.16,544.82,865.7,9.65,10.35,14.01,0,0,0,0,0,0,1,0,0,2.38,0.07,8734.23,%sSafe
309,28.79,1966.68,107.22,544.82,865.7,9.65,10.35,14.01,0,0,0,0,0,0,1,0,0,2.38,0.07,8734.25,%sSafe
310,26.4,1966.68,107.22,544.96,865.66,9.65,10.35,14.01,0,0,0,0,0,0,1,0,0,2.38,0.07,8734.28,%sSafe
311,24.22,1966.68,107.22,544.96,865.66,9.34,10.33,14.1,0,0,0,0,0,0,1,0,0,2.38,0.07,8734.31,%sSafe
312,28.67,1966.68,107.22,544.96,865.66,9.34,10.33,14.1,0,0,0,0,0,0,1,0,0,2.38,0.06,8734.33,%sSafe
313,23.22,1966.99,107.16,544.96,865.66,9.34,10.33,14.1,0,0,0,0,0,0,1,0,0,2.38,0.06,8734.36,%sSafe
314,25.29,1966.99,107.16,544.92,865.7,9.34,10.33,14.1,0,0,0,0,0,0,1,0,0,2.38,0.06,8734.38,%sSafe
315,23.29,1966.99,107.16,544.92,865.7,9.38,10.31,13.99,0,0,0,0,0,0,1,0,0,2.38,0.06,8734.41,%sSafe
316,27.26,1966.99,107.16,544.92,865.7,9.38,10.31,13.99,0,0,0,0,0,0,1,0,0,2.38,0.03,8734.43,%sSafe
317,26.76,1967.16,107.28,544.92,865.7,9.38,10.31,13.99,0,0,0,0,0,0,1,0,0,2.38,0.03,8734.46,%sSafe
318,27.47,1967.16,107.28,545.01,865.75,9.12,10.31,13.99,0,0,0,0,0,0,1,0,0,2.38,0.03,8734.49,%sSafe
319,26.65,1967.16,107.28,545.01,865.75,9.12,9.53,13.99,0,0,0,0,0,0,1,0,0,2.38,0.03,8734.51,%sSafe
320,25.64,1967.16,107.28,545.01,865.75,9.12,9.53,13.28,0,0,0,0,0,0,1,0,0,2.38,0.03,8734.54,%sSafe
321,27.32,1967.16,107.28,545.01,865.75,9.12,9.53,13.28,0,0,0,0,0,0,1,0,0,2.37,0.03,8734.57,%sSafe
322,23.43,1966.99,107.46,545.25,865.75,9.12,9.53,13.28,0,0,0,0,0,0,1,0,0,2.37,0.03,8734.59,%sSafe
323,25.24,1966.99,107.46,545.25,865.91,9.12,9.53,13.28,0,0,0,0,0,0,1,0,0,2.37,0.03,8734.62,%sSafe
324,24.69,1966.99,107.46,545.25,865.91,9.37,9.79,13.28,0,0,0,0,0,0,1,0,0,2.37,0.03,8734.64,%sSafe
325,26.96,1966.99,107.46,545.25,865.91,9.37,9.79,13.5,0,0,0,0,0,0,1,0,0,2.37,0.02,8734.67,%sSafe
326,24.65,1967.61,107.75,545.25,865.91,9.37,9.79,13.5,0,0,0,0,0,0,1,0,0,2.37,0.02,8734.69,%sSafe
327,27.92,1967.61,107.75,545.46,865.9,9.37,9.79,13.5,0,0,0,0,0,0,1,0,0,2.37,0.02,8734.72,%sSafe
328,26.26,1967.61,107.75,545.46,865.9,9.37,9.79,13.5,0,0,0,0,0,0,1,0,0,2.37,0.02,8734.75,%sSafe
329,28.66,1967.61,107.75,545.46,865.9,8.78,9.3,13.02,0,0,0,0,0,0,1,0,0,2.37,0.02,8734.77,%sSafe
330,28.51,1967.61,107.75,545.46,865.9,8.78,9.3,13.02,0,0,0,0,0,0,1,0,0,2.38,0.02,8734.8,%sSafe
331,31.59,1968.44,107.72,545.43,865.9,8.78,9.3,13.02,0,0,0,0,0,0,1,0,0,2.38,0.02,8734.83,%sSafe
332,27.18,1968.44,107.72,545.43,865.88,8.78,9.3,13.02,0,0,0,0,0,0,1,0,0,2.38,0.02,8734.86,%sSafe
333,22.37,1968.44,107.72,545.43,865.88,8.18,9.01,13.02,0,0,0,0,0,0,1,0,0,2.38,0.02,8734.88,%sSafe
334,26.89,1968.44,107.72,545.43,865.88,8.18,9.01,12.98,0,0,0,0,0,0,1,0,0,2.38,0.02,8734.91,%sSafe
335,26.91,1968.01,107.72,545.43,865.88,8.18,9.01,12.98,0,0,0,0,0,0,1,0,0,2.38,0.01,8734.94,%sSafe
336,31.76,1968.01,107.78,545.43,865.87,8.18,9.01,12.98,0,0,0,0,0,0,1,0,0,2.38,0.01,8734.97,%sSafe
337,25.01,1968.01,107.78,545.43,865.87,8.39,9.76,13.27,0,0,0,0,0,0,1,0,0,2.38,0.01,8735,%sSafe
338,27.6,1968.01,107.78,545.43,865.87,8.39,9.76,13.27,0,0,0,0,0,0,1,0,0,2.38,0,8735.02,%sSafe
339,29.61,1968.18,107.78,545.43,865.87,8.39,9.76,13.27,0,0,0,0,0,0,1,0,0,2.38,0,8735.05,%sSafe
340,23.47,1968.18,107.94,545.55,865.86,8.27,9.76,13.27,0,0,0,0,0,0,1,0,0,2.38,0,8735.08,%sSafe
341,24.81,1968.18,107.94,545.55,865.86,8.27,9.35,13.27,0,0,0,0,0,0,1,0,0,2.38,0,8735.1,%sSafe
342,34.58,1968.81,107.94,545.55,865.86,8.27,9.35,12.6,0,0,0,0,0,0,1,0,0,2.38,0,8735.14,%sSafe
343,31.23,1968.81,108.08,545.55,865.86,8.27,9.35,12.6,0,0,0,0,0,0,1,0,0,2.38,0,8735.17,%sSafe
344,34.81,1968.81,108.08,545.43,865.66,8.27,9.35,12.6,0,0,0,0,0,0,1,0,0,2.38,0,8735.2,%sSafe
345,27.64,1968.81,108.08,545.43,865.66,7.89,9.38,12.6,0,0,0,0,0,0,1,0,0,2.38,0,8735.23,%sSafe
346,23.23,1968.81,108.08,545.43,865.66,7.89,9.38,12.79,0,0,0,0,0,0,1,0,0,2.38,0,8735.25,%sSafe
347,24.61,1968.81,108.08,545.43,865.66,7.89,9.38,12.79,0,0,0,0,0,0,1,0,0,2.38,0,8735.28,%sSafe
348,26.66,1968.77,108.08,545.4,865.66,7.89,9.38,12.79,0,0,0,0,0,0,1,0,0,2.38,0,8735.3,%sSafe
349,35.32,1968.77,108.08,545.4,865.64,7.89,9.38,12.79,0,0,0,0,0,0,1,0,0,2.38,0,8735.34,%sSafe
350,27.71,1968.77,108.08,545.4,865.64,7.96,9.38,12.74,0,0,0,0,0,0,1,0,0,2.38,0,8735.37,%sSafe
351,32.35,1968.77,108.08,545.4,865.64,7.96,9.38,12.74,0,0,0,0,0,0,1,0,0,2.38,0,8735.4,%sSafe
352,23.11,1969.02,108.08,545.4,865.64,7.96,9.38,12.74,0,0,0,0,0,0,1,0,0,2.39,0.01,8735.42,%sSafe
353,31.71,1969.02,108.07,545.4,865.64,7.96,9.38,12.74,0,0,0,0,0,0,1,0,0,2.39,0.01,8735.45,%sSafe
354,28.37,1969.02,108.07,545.23,865.64,7.96,9.38,12.74,0,0,0,0,0,0,1,0,0,2.39,0.01,8735.48,%sSafe
355,35.63,1969.02,108.07,545.23,865.55,7.96,9.38,12.74,0,0,0,0,0,0,1,0,0,2.39,0.01,8735.52,%sSafe
356,26.76,1969.02,108.07,545.23,865.55,7.94,9.18,12.74,0,0,0,0,0,0,1,0,0,2.39,0.01,8735.54,%sSafe
357,27.15,1969.02,108.07,545.23,865.55,7.94,9.18,12.74,0,0,0,0,0,0,1,0,0,2.39,0.01,8735.57,%sSafe
358,31.73,1969.02,108.07,545.23,865.55,7.94,9.18,12.64,0,0,0,0,0,0,1,0,0,2.38,0.01,8735.6,%sSafe
359,27.81,1969.02,108.07,545.23,865.55,7.94,9.18,12.64,0,0,0,0,0,0,1,0,0,2.38,0.01,8735.63,%sSafe
360,30.12,1968.71,108.1,545.23,865.55,7.94,9.18,12.64,0,0,0,0,0,0,1,0,0,2.38,0.01,8735.66,%sSafe
361,29.74,1968.71,108.1,545.32,865.62,7.94,9.18,12.64,0,0,0,0,0,0,1,0,0,2.38,0.01,8735.69,%sSafe
362,30.74,1968.71,108.1,545.32,865.62,7.94,9.18,12.64,0,0,0,0,0,0,1,0,0,2.38,0.01,8735.72,%sSafe
363,28.75,1968.71,108.1,545.32,865.62,8.44,9.38,12.64,0,0,0,0,0,0,1,0,0,2.38,0.01,8735.75,%sSafe
364,30.2,1968.71,108.1,545.32,865.62,8.44,9.38,12.64,0,0,0,0,0,0,1,0,0,2.38,0.01,8735.78,%sSafe
365,26.17,1968.71,108.1,545.32,865.62,8.44,9.38,12.76,0,0,0,0,0,0,1,0,0,2.38,0.02,8735.81,%sSafe
366,35.97,1968.7,108.1,545.32,865.62,8.44,9.38,12.76,0,0,0,0,0,0,1,0,0,2.38,0.02,8735.84,%sSafe
367,27.22,1968.7,108.17,545.32,865.62,8.44,9.38,12.76,0,0,0,0,0,0,1,0,0,2.38,0.02,8735.87,%sSafe
368,25.25,1968.7,108.17,545.26,865.62,8.44,9.38,12.76,0,0,0,0,0,0,1,0,0,2.38,0.02,8735.9,%sSafe
369,30.59,1968.7,108.17,545.26,865.55,8.49,9.38,12.76,0,0,0,0,0,0,1,0,0,2.38,0.02,8735.93,%sSafe
370,41.71,1968.7,108.17,545.26,865.55,8.49,9.51,12.76,0,0,0,0,0,0,1,0,0,2.38,0.02,8735.97,%sSafe
371,24.99,1968.7,108.17,545.26,865.55,8.49,9.51,12.85,0,0,0,0,0,0,1,0,0,2.38,0.02,8735.99,%sSafe
372,32.69,1968.77,108.17,545.26,865.55,8.49,9.51,12.85,0,0,0,0,0,0,1,0,0,2.38,0.02,8736.03,%sSafe
