Logging,,Pressures (psi),,,,,,,Temperatures (K),,,Valves,,,,,,Force (kg),,Sequence,,,
n,deltaTime,Nitrogen Pressure,Pneumatic Circuit Pressure,Purge Circuit Pressure,Oxidizer Fill Pressure,Oxidizer Tank Pressure,Fuel Tank Pressure,Chamber Pressure 1,Igniter Temperature,Oxidizer Bulkhead Temperature,Fuel Bulkhead Temperature,Nitrogen Purge Valve,Oxidizer Fill Valve,GSE Oxidizer Dump Valve,Tank Oxidizer Dump Valve,Main Oxidizer Valve,Main Fuel Valve,Total Tank Mass,Thrust,System Clock (s),State,,
2681,24.7,1679.11,108.84,546.96,767.52,654.28,644.8,12.46,0,0,0,0,0,1,1,0,0,7.07,0.11,12000.25,%sCountdown,,
2682,25.04,1679.11,108.84,546.96,767.52,654.26,644.93,12.52,0,0,0,0,0,1,1,0,0,7.07,0.11,12000.28,%sCountdown,,
2683,23.61,1679.16,108.81,546.96,767.52,654.26,644.93,12.52,0,0,0,0,0,1,1,0,0,7.07,0.11,12000.3,%sCountdown,,
2684,27.03,1679.16,108.81,546.95,767.49,654.26,644.93,12.52,0,0,0,0,0,1,1,0,0,7.07,0.11,12000.33,%sCountdown,,
2685,25.88,1679.16,108.81,546.95,767.49,654.31,644.98,12.57,0,0,0,0,0,1,1,0,0,7.07,0.11,12000.35,%sCountdown,,
2686,26.63,1679.23,108.77,546.95,767.49,654.31,644.98,12.57,0,0,0,0,0,1,1,0,0,7.07,0.12,12000.38,%sCountdown,,
2687,27.02,1679.23,108.77,546.96,767.5,654.31,644.98,12.57,0,0,0,0,0,1,1,0,0,7.07,0.12,12000.41,%sCountdown,,
2688,24.68,1679.23,108.77,546.96,767.5,654.33,644.98,12.59,0,0,0,0,0,1,1,0,0,7.07,0.12,12000.43,%sCountdown,,
2689,24.58,1679.24,108.77,546.96,767.5,654.33,644.98,12.59,0,0,0,0,0,1,1,0,0,7.07,0.11,12000.45,%sCountdown,,
2690,21.89,1679.24,108.76,546.96,767.54,654.33,644.98,12.59,0,0,0,0,0,1,1,0,0,7.07,0.11,12000.48,%sCountdown,,
2691,22.05,1679.24,108.76,546.96,767.54,654.33,644.96,12.59,0,0,0,0,0,1,1,0,0,7.07,0.11,12000.5,%sCountdown,,
2692,26.12,1679.25,108.76,546.96,767.54,654.33,644.96,12.63,0,0,0,0,0,1,1,0,0,7.08,0.11,12000.52,%sCountdown,,
2693,26.15,1679.25,108.76,546.93,767.57,654.33,644.96,12.63,0,0,0,0,0,1,1,0,0,7.08,0.11,12000.55,%sCountdown,,
2694,22.55,1679.25,108.76,546.93,767.57,654.46,644.98,12.63,0,0,0,0,0,1,1,0,0,7.08,0.11,12000.57,%sCountdown,,
2695,24.62,1679.25,108.76,546.93,767.57,654.46,644.98,12.64,0,0,0,0,0,1,1,0,0,7.08,0.12,12000.6,%sCountdown,,
2696,25.1,1679.13,108.8,546.94,767.62,654.46,644.98,12.64,0,0,0,0,0,1,1,0,0,7.07,0.12,12000.62,%sCountdown,,
2697,26.53,1679.13,108.8,546.94,767.62,654.61,645.16,12.64,0,0,0,0,0,1,1,0,0,7.07,0.12,12000.65,%sCountdown,,
2698,23.88,1679.13,108.8,546.94,767.62,654.61,645.16,12.64,0,0,0,0,0,1,1,0,0,7.07,0.12,12000.67,%sCountdown,,
2699,23.28,1679.13,108.8,546.94,767.62,654.61,645.16,12.64,0,0,0,0,0,1,1,0,0,7.08,0.12,12000.7,%sCountdown,,
2700,27.12,1679.37,108.9,546.9,767.55,654.54,645.16,12.64,0,0,0,0,0,1,1,0,0,7.08,0.12,12000.72,%sCountdown,,
2701,21.78,1679.37,108.9,546.9,767.55,654.54,645.12,12.63,0,0,0,0,0,1,1,0,0,7.08,0.12,12000.75,%sCountdown,,
2702,25.12,1679.32,108.89,546.9,767.55,654.54,645.12,12.63,0,0,0,0,0,1,1,0,0,7.07,0.12,12000.77,%sCountdown,,
2703,23.09,1679.32,108.89,546.87,767.62,654.54,645.12,12.63,0,0,0,0,0,1,1,0,0,7.07,0.12,12000.79,%sCountdown,,
2704,52.66,1679.32,108.89,546.87,767.62,654.53,645.16,12.63,0,0,0,0,0,1,1,0,0,7.07,0.12,12000.85,%sCountdown,,
2705,26.64,1679.32,108.89,546.87,767.62,654.53,645.16,12.75,0,0,0,0,0,1,1,0,0,7.08,0.11,12000.87,%sCountdown,,
2706,21.67,1679.43,108.91,546.87,767.62,654.53,645.16,12.75,0,0,0,0,0,1,1,0,0,7.08,0.11,12000.89,%sCountdown,,
2707,26.7,1679.43,108.91,546.89,767.63,654.57,645.16,12.75,0,0,0,0,0,1,1,0,0,7.08,0.11,12000.92,%sCountdown,,
2708,24.01,1679.43,108.91,546.89,767.63,654.57,645.29,12.75,0,0,0,0,0,1,1,0,0,7.08,0.11,12000.95,%sCountdown,,
2709,21.09,1679.43,108.91,546.89,767.63,654.57,645.29,12.79,0,0,0,0,0,1,1,0,0,7.08,0.12,12000.97,%sCountdown,,
2710,30.16,1679.44,108.83,546.89,767.63,654.57,645.29,12.79,0,0,0,0,0,1,1,0,0,7.07,0.12,12001,%sCountdown,,
2711,25.2,1679.44,108.83,546.9,767.63,654.57,645.29,12.79,0,0,0,0,0,1,1,0,0,7.07,0.12,12001.02,%sCountdown,,
2712,39.23,1679.44,108.83,546.9,767.64,654.6,645.29,12.79,0,0,0,0,0,1,1,0,0,7.07,0.12,12001.06,%sCountdown,,
2713,23.67,1679.44,108.83,546.9,767.64,654.6,645.47,12.76,0,0,0,0,0,1,1,0,0,7.07,0.12,12001.08,%sCountdown,,
2714,55.41,1679.44,108.83,546.9,767.64,654.6,645.47,12.76,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.14,%sCountdown,,
2715,28.18,1679.51,108.83,546.9,767.64,654.6,645.47,12.76,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.17,%sCountdown,,
2716,29.48,1679.51,108.86,546.91,767.7,654.6,645.47,12.76,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.2,%sCountdown,,
2717,28.64,1679.51,108.86,546.91,767.7,654.62,645.47,12.76,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.23,%sCountdown,,
2718,25.27,1679.51,108.86,546.91,767.7,654.62,645.37,12.76,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.25,%sCountdown,,
2719,24.64,1679.51,108.86,546.91,767.7,654.62,645.37,12.73,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.28,%sCountdown,,
2720,32.27,1679.51,108.86,546.91,767.7,654.62,645.37,12.73,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.31,%sCountdown,,
2721,51.76,1679.62,108.91,546.91,767.7,654.62,645.37,12.73,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.36,%sCountdown,,
2722,30.98,1679.62,108.91,546.95,767.77,654.62,645.37,12.73,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.39,%sCountdown,,
2723,28.7,1679.62,108.91,546.95,767.77,654.46,645.37,12.73,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.42,%sCountdown,,
2724,28.55,1679.62,108.91,546.95,767.77,654.46,645.34,12.73,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.45,%sCountdown,,
2725,27.65,1679.62,108.91,546.95,767.77,654.46,645.34,12.62,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.48,%sCountdown,,
2726,26.47,1679.62,108.91,546.95,767.77,654.46,645.34,12.62,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.5,%sCountdown,,
2727,26.78,1679.45,108.91,546.95,767.77,654.46,645.34,12.62,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.53,%sCountdown,,
2728,27.15,1679.45,108.84,546.96,767.77,654.46,645.34,12.62,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.56,%sCountdown,,
2729,27.27,1679.45,108.84,546.96,767.72,654.41,645.34,12.62,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.58,%sCountdown,,
2730,27.69,1679.45,108.84,546.96,767.72,654.41,645.29,12.6,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.61,%sCountdown,,
2731,32.63,1679.45,108.84,546.96,767.72,654.41,645.29,12.6,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.64,%sCountdown,,
2732,28.97,1679.51,108.84,546.96,767.72,654.41,645.29,12.6,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.67,%sCountdown,,
2733,27.92,1679.51,108.87,546.94,767.72,654.41,645.29,12.6,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.7,%sCountdown,,
2734,29.56,1679.51,108.87,546.94,767.72,654.41,645.29,12.6,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.73,%sCountdown,,
2735,31.62,1679.51,108.87,546.94,767.66,654.29,645.29,12.6,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.76,%sCountdown,,
2736,27.72,1679.51,108.87,546.94,767.66,654.29,645.37,12.6,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.79,%sCountdown,,
2737,23.1,1679.51,108.87,546.94,767.66,654.29,645.37,12.63,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.81,%sCountdown,,
2738,27.7,1679.56,108.87,546.94,767.66,654.29,645.37,12.63,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.84,%sCountdown,,
2739,33.34,1679.56,108.85,546.94,767.66,654.29,645.37,12.63,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.87,%sCountdown,,
2740,23.68,1679.56,108.85,546.94,767.66,654.29,645.37,12.63,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.9,%sCountdown,,
2741,29.66,1679.56,108.85,546.94,767.65,654.1,645.37,12.63,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.93,%sCountdown,,
2742,27.13,1679.56,108.85,546.94,767.65,654.1,645.2,12.63,0,0,0,0,0,1,1,0,0,7.07,0.11,12001.95,%sCountdown,,
2743,26.37,1679.56,108.85,546.94,767.65,654.1,645.2,12.58,0,0,0,0,0,1,1,0,0,7.07,0.1,12001.98,%sCountdown,,
2744,31.61,1679.56,108.85,546.94,767.65,654.1,645.2,12.58,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.01,%sCountdown,,
2745,27.6,1679.53,108.79,546.94,767.65,654.1,645.2,12.58,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.04,%sCountdown,,
2746,29.36,1679.53,108.79,546.97,767.7,654.1,645.2,12.58,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.07,%sCountdown,,
2747,25.79,1679.53,108.79,546.97,767.7,654.18,645.15,12.58,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.1,%sCountdown,,
2748,23.46,1679.53,108.79,546.97,767.7,654.18,645.15,12.6,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.12,%sCountdown,,
2749,23.04,1679.4,108.83,546.97,767.7,654.18,645.15,12.6,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.14,%sCountdown,,
2750,23.19,1679.4,108.83,547.04,767.7,654.18,645.15,12.6,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.17,%sCountdown,,
2751,30.04,1679.4,108.83,547.04,767.79,654.28,645.15,12.6,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.2,%sCountdown,,
2752,32.12,1679.4,108.83,547.04,767.79,654.28,645.3,12.49,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.23,%sCountdown,,
2753,28.1,1679.4,108.83,547.04,767.79,654.28,645.3,12.49,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.26,%sCountdown,,
2754,26.93,1679.4,108.83,547.04,767.79,654.28,645.3,12.49,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.28,%sCountdown,,
2755,23.96,1679.25,108.8,547.04,767.79,654.28,645.3,12.49,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.31,%sCountdown,,
2756,26.27,1679.25,108.8,547.07,767.75,654.28,645.3,12.49,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.33,%sCountdown,,
2757,24.98,1679.25,108.8,547.07,767.75,654.52,645.29,12.49,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.36,%sCountdown,,
2758,26.71,1679.25,108.8,547.07,767.75,654.52,645.29,12.49,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.38,%sCountdown,,
2759,23.53,1679.26,108.85,547.02,767.75,654.52,645.29,12.49,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.41,%sCountdown,,
2760,25.03,1679.26,108.85,547.02,767.73,654.48,645.29,12.49,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.43,%sCountdown,,
2761,27.59,1679.26,108.85,547.02,767.73,654.48,645.38,12.52,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.46,%sCountdown,,
2762,25.96,1679.26,108.85,547.02,767.73,654.48,645.38,12.52,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.49,%sCountdown,,
2763,25.13,1679.25,108.94,547.01,767.73,654.48,645.38,12.52,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.51,%sCountdown,,
2764,31.54,1679.25,108.94,547.01,767.8,654.48,645.38,12.52,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.54,%sCountdown,,
2765,28.73,1679.25,108.94,547.01,767.8,654.49,645.34,12.52,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.57,%sCountdown,,
2766,23.88,1679.25,108.94,547.01,767.8,654.49,645.34,12.59,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.6,%sCountdown,,
2767,26.42,1679.15,108.87,547.01,767.8,654.49,645.34,12.59,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.62,%sCountdown,,
2768,24.41,1679.15,108.87,546.99,767.8,654.49,645.34,12.59,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.65,%sCountdown,,
2769,27.6,1679.15,108.87,546.99,767.83,654.56,645.6,12.59,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.67,%sCountdown,,
2770,24.27,1679.15,108.87,546.99,767.83,654.56,645.6,12.67,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.7,%sCountdown,,
2771,26.72,1679.15,108.87,546.99,767.83,654.56,645.6,12.67,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.73,%sCountdown,,
2772,26.39,1679.03,108.84,546.96,767.83,654.56,645.6,12.67,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.75,%sCountdown,,
2773,32.16,1679.03,108.84,546.96,767.85,654.91,645.6,12.67,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.78,%sCountdown,,
2774,24.76,1679.03,108.84,546.96,767.85,654.91,645.71,12.69,0,0,0,0,0,1,1,0,0,7.07,0.11,12002.81,%sCountdown,,
2775,28.12,1678.98,108.84,546.96,767.85,654.91,645.71,12.69,0,0,0,0,0,1,1,0,0,7.07,0.11,12002.84,%sCountdown,,
2776,22.66,1678.98,108.98,546.99,767.85,654.91,645.71,12.69,0,0,0,0,0,1,1,0,0,7.07,0.11,12002.86,%sCountdown,,
2777,29.57,1678.98,108.98,546.99,767.95,655.01,645.7,12.69,0,0,0,0,0,1,1,0,0,7.07,0.11,12002.89,%sCountdown,,
2778,29.31,1678.98,108.98,546.99,767.95,655.01,645.7,12.6,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.92,%sCountdown,,
2779,21.93,1678.81,108.94,546.99,767.95,655.01,645.7,12.6,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.94,%sCountdown,,
2780,24.65,1678.81,108.94,547,767.95,655.01,645.7,12.6,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.96,%sCountdown,,
2781,27.21,1678.81,108.94,547,768.08,655,645.74,12.51,0,0,0,0,0,1,1,0,0,7.07,0.1,12002.99,%sCountdown,,
2782,26.35,1678.81,108.94,547,768.08,655,645.74,12.51,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.02,%sCountdown,,
2783,25.57,1678.73,109.01,547,768.08,655,645.74,12.51,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.04,%sCountdown,,
2784,25.77,1678.73,109.01,547,768.08,655,645.74,12.51,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.07,%sCountdown,,
2785,24.05,1678.73,109.01,547,768.1,655.03,645.92,12.51,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.09,%sCountdown,,
2786,31.66,1678.73,109.01,547,768.1,655.03,645.92,12.49,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.13,%sCountdown,,
2787,26.72,1678.8,109.1,546.98,768.13,655.03,645.92,12.49,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.15,%sCountdown,,
2788,24.55,1678.8,109.1,546.98,768.13,655.03,645.97,12.49,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.18,%sCountdown,,
2789,24.62,1678.8,109.1,546.98,768.13,655.03,645.97,12.42,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.2,%sCountdown,,
2790,26.5,1678.8,109.1,546.98,768.13,655.03,645.97,12.42,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.23,%sCountdown,,
2791,27.29,1678.86,109.07,546.96,768.07,654.96,645.97,12.42,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.25,%sCountdown,,
2792,25.45,1678.86,109.07,546.96,768.07,654.96,645.88,12.42,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.28,%sCountdown,,
2793,27.42,1678.86,109.07,546.96,768.07,654.96,645.88,12.35,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.31,%sCountdown,,
2794,21.17,1679.07,109.14,546.96,768.07,654.96,645.88,12.35,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.33,%sCountdown,,
2795,25.67,1679.07,109.14,547.06,768.08,654.68,645.88,12.35,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.35,%sCountdown,,
2796,27.95,1679.07,109.14,547.06,768.08,654.68,645.82,12.35,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.38,%sCountdown,,
2797,26.88,1679.07,109.14,547.06,768.08,654.68,645.82,12.16,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.41,%sCountdown,,
2798,24.07,1679.09,109.19,547.06,768.08,654.68,645.82,12.16,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.43,%sCountdown,,
2799,26.61,1679.09,109.19,547.15,768.19,654.61,645.82,12.16,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.46,%sCountdown,,
2800,22.42,1679.09,109.19,547.15,768.19,654.61,645.66,12.01,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.48,%sCountdown,,
2801,24.27,1679.09,109.19,547.15,768.19,654.61,645.66,12.01,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.51,%sCountdown,,
2802,27.17,1679.14,109.16,547.18,768.19,654.61,645.66,12.01,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.53,%sCountdown,,
2803,22.74,1679.14,109.16,547.18,768.14,654.61,645.66,12.01,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.56,%sCountdown,,
2804,24.58,1679.14,109.16,547.18,768.14,654.61,645.57,12.03,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.58,%sCountdown,,
2805,26.82,1679.25,109.16,547.18,768.14,654.61,645.57,12.03,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.61,%sCountdown,,
2806,23.69,1679.25,109.06,547.18,768.14,654.61,645.57,12.03,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.63,%sCountdown,,
2807,28.66,1679.25,109.06,547.16,768.07,654.51,645.54,12.03,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.66,%sCountdown,,
2808,27.74,1679.25,109.06,547.16,768.07,654.51,645.54,12.05,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.69,%sCountdown,,
2809,25.12,1679.32,109,547.16,768.07,654.51,645.54,12.05,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.71,%sCountdown,,
2810,22.08,1679.32,109,547.18,768.07,654.51,645.54,12.05,0,0,0,0,0,1,1,0,0,7.07,0.09,12003.74,%sCountdown,,
2811,23.63,1679.32,109,547.18,768.07,654.38,645.49,12.12,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.76,%sCountdown,,
2812,26.6,1679.31,108.84,547.18,768.07,654.38,645.49,12.12,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.79,%sCountdown,,
2813,24.68,1679.31,108.84,547.09,768.07,654.38,645.49,12.12,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.81,%sCountdown,,
2814,25.05,1679.31,108.84,547.09,767.99,654.26,645.49,12.12,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.84,%sCountdown,,
2815,25.19,1679.31,108.84,547.09,767.99,654.26,645.58,12.32,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.86,%sCountdown,,
2816,26.06,1679.29,108.86,547.09,767.99,654.26,645.58,12.32,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.89,%sCountdown,,
2817,23.14,1679.29,108.86,547.05,767.91,654.29,645.58,12.32,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.91,%sCountdown,,
2818,22.06,1679.29,108.86,547.05,767.91,654.29,645.55,12.32,0,0,0,0,0,1,1,0,0,7.07,0.1,12003.93,%sCountdown,,
2819,25.61,1679.29,108.86,547.05,767.91,654.29,645.55,12.41,0,0,0,0,0,1,1,0,0,7.07,0.11,12003.96,%sCountdown,,
2820,23.64,1679.31,108.78,547.08,767.94,654.29,645.55,12.41,0,0,0,0,0,1,1,0,0,7.07,0.11,12003.98,%sCountdown,,
2821,26.7,1679.31,108.78,547.08,767.94,654.25,645.47,12.41,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.01,%sCountdown,,
2822,24.99,1679.31,108.78,547.08,767.94,654.25,645.47,12.48,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.03,%sCountdown,,
2823,26.66,1679.35,108.73,547.11,767.97,654.25,645.47,12.48,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.06,%sCountdown,,
2824,23.52,1679.35,108.73,547.11,767.97,654.18,645.47,12.48,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.08,%sCountdown,,
2825,22.15,1679.35,108.73,547.11,767.97,654.18,645.41,12.48,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.11,%sCountdown,,
2826,27.48,1679.37,108.73,547.11,767.97,654.18,645.41,12.48,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.13,%sCountdown,,
2827,23.11,1679.37,108.73,547.11,767.97,654.18,645.41,12.48,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.16,%sCountdown,,
2828,22.18,1679.37,108.73,547.15,768.01,654.19,645.41,12.48,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.18,%sCountdown,,
2829,22.08,1679.39,108.73,547.15,768.01,654.19,645.32,12.5,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.2,%sCountdown,,
2830,24.55,1679.39,108.7,547.15,768.01,654.19,645.32,12.5,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.22,%sCountdown,,
2831,24.65,1679.39,108.7,547.15,768.11,654.22,645.32,12.5,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.25,%sCountdown,,
2832,25.5,1679.39,108.7,547.15,768.11,654.22,645.19,12.5,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.27,%sCountdown,,
2833,23.6,1679.39,108.7,547.15,768.11,654.22,645.19,12.5,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.3,%sCountdown,,
2834,25.13,1679.29,108.61,547.08,768.08,654.22,645.19,12.5,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.32,%sCountdown,,
2835,28.62,1679.29,108.61,547.08,768.08,654.36,645.26,12.63,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.35,%sCountdown,,
2836,28.07,1679.29,108.61,547.08,768.08,654.36,645.26,12.63,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.38,%sCountdown,,
2837,26.61,1679.23,108.6,547.05,768.08,654.36,645.26,12.63,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.41,%sCountdown,,
2838,25.08,1679.23,108.6,547.05,768.11,654.3,645.22,12.63,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.43,%sCountdown,,
2839,23.08,1679.23,108.6,547.05,768.11,654.3,645.22,12.66,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.45,%sCountdown,,
2840,23.16,1679.18,108.6,547.05,768.11,654.3,645.22,12.66,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.48,%sCountdown,,
2841,24.06,1679.18,108.71,547.08,768.11,654.3,645.22,12.66,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.5,%sCountdown,,
2842,22.12,1679.18,108.71,547.08,768.19,654.42,645.1,12.66,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.52,%sCountdown,,
2843,26.59,1679.18,108.71,547.08,768.19,654.42,645.1,12.6,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.55,%sCountdown,,
2844,21.91,1679.09,108.68,547.08,768.19,654.42,645.1,12.6,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.57,%sCountdown,,
2845,25.25,1679.09,108.68,547.08,768.26,654.39,645.1,12.6,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.6,%sCountdown,,
2846,24.91,1679.09,108.68,547.08,768.26,654.39,645.18,12.59,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.62,%sCountdown,,
2847,22.14,1679.09,108.68,547.08,768.26,654.39,645.18,12.59,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.65,%sCountdown,,
2848,21.54,1679.13,108.7,547.14,768.26,654.39,645.18,12.59,0,0,0,0,0,1,1,0,0,7.07,0.12,12004.67,%sCountdown,,
2849,21.23,1679.13,108.7,547.14,768.31,654.43,645.15,12.55,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.69,%sCountdown,,
2850,26.43,1679.13,108.7,547.14,768.31,654.43,645.15,12.55,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.71,%sCountdown,,
2851,23.86,1679.16,108.65,547.19,768.31,654.43,645.15,12.55,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.74,%sCountdown,,
2852,26.58,1679.16,108.65,547.19,768.34,654.48,645.36,12.55,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.76,%sCountdown,,
2853,27.24,1679.16,108.65,547.19,768.34,654.48,645.36,12.59,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.79,%sCountdown,,
2854,23.25,1679.1,108.65,547.19,768.34,654.48,645.36,12.59,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.82,%sCountdown,,
2855,31.55,1679.1,108.68,547.12,768.34,654.48,645.36,12.59,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.85,%sCountdown,,
2856,25.29,1679.1,108.68,547.12,768.36,654.52,645.36,12.59,0,0,0,0,0,1,1,0,0,7.07,0.11,12004.87,%sCountdown,,
2857,26.48,1679.1,108.68,547.12,768.36,654.52,645.39,12.59,0,0,0,0,0,1,1,0,0,7.07,0.1,12004.9,%sCountdown,,
2858,22.12,1679.1,108.68,547.12,768.36,654.52,645.39,12.59,0,0,0,0,0,1,1,0,0,7.07,0.1,12004.92,%sCountdown,,
2859,28.63,1679.06,108.74,547.11,768.36,654.52,645.39,12.59,0,0,0,0,0,1,1,0,0,7.07,0.1,12004.95,%sCountdown,,
2860,27.67,1679.06,108.74,547.11,768.35,654.38,645.39,12.59,0,0,0,0,0,1,1,0,0,7.07,0.1,12004.98,%sCountdown,,
